stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.278,"[-1.917, -0.639]",0.639,-3.354,0.002
norefined,c,-6.528,"[-9.95, -3.106]",3.422,-3.200,0.002
norefined,s,-2.438,"[-3.796, -1.08]",1.358,-3.011,0.004
norefined,k0,-0.578,"[-1.619, 0.462]",1.040,-0.932,0.356
norefined,k1,0.052,"[-0.957, 1.06]",1.009,0.086,0.932
norefined,k2,-0.993,"[-1.821, -0.166]",0.827,-2.014,0.050
norefined,k3,-0.428,"[-1.151, 0.295]",0.723,-0.994,0.325
norefined,k4,-0.206,"[-0.988, 0.576]",0.782,-0.442,0.661
norefined,k5,-0.984,"[-1.783, -0.185]",0.799,-2.065,0.044
refined,tt,-0.850,"[-1.085, -0.615]",0.235,-6.071,0.000
refined,c,-5.245,"[-6.621, -3.869]",1.376,-6.393,0.000
refined,s,-2.578,"[-3.311, -1.845]",0.733,-5.899,0.000
refined,k0,0.049,"[-0.306, 0.403]",0.355,0.231,0.819
refined,k1,0.038,"[-0.309, 0.385]",0.347,0.183,0.855
refined,k2,0.133,"[-0.17, 0.437]",0.303,0.738,0.464
refined,k3,0.067,"[-0.148, 0.283]",0.216,0.525,0.602
refined,k4,0.004,"[-0.261, 0.268]",0.265,0.023,0.982
refined,k5,0.367,"[0.08, 0.653]",0.287,2.144,0.037
