stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.655,-6.322,-1.884,-0.724,0.225,-1.306,-1.482,-0.295,-1.684,482045244.286,0.262
norefined,2,-1.219,-6.456,-1.883,-0.670,0.189,-1.360,-1.317,-0.354,-1.614,292575366.642,0.189
norefined,3,-0.793,-6.556,-1.960,-0.637,0.148,-1.371,-1.140,-0.372,-1.483,262945299.261,0.121
norefined,4,-1.237,-6.489,-2.088,-0.636,0.147,-1.265,-1.014,-0.317,-1.444,248174899.798,0.191
norefined,5,-0.797,-6.585,-2.146,-0.607,0.112,-1.268,-0.862,-0.321,-1.308,227474807.571,0.121
norefined,6,-1.258,-6.508,-2.239,-0.611,0.110,-1.165,-0.769,-0.273,-1.273,217967475.928,0.193
norefined,7,-0.800,-6.602,-2.275,-0.585,0.080,-1.169,-0.651,-0.276,-1.150,203105260.449,0.121
norefined,8,-1.270,-6.521,-2.351,-0.593,0.078,-1.076,-0.579,-0.237,-1.119,196654971.721,0.195
norefined,9,-0.802,-6.611,-2.374,-0.569,0.054,-1.081,-0.485,-0.239,-1.009,185277437.205,0.121
norefined,10,-1.278,-6.528,-2.438,-0.578,0.052,-0.993,-0.428,-0.206,-0.984,180885388.239,0.196
refined,11,-1.278,-6.528,-2.438,-0.578,0.052,-0.993,-0.428,-0.206,-0.984,180885388.239,0.196
refined,12,-0.462,-3.532,-2.395,0.539,0.108,0.640,0.433,0.089,0.934,237675623.948,0.131
refined,13,-0.408,-2.607,-1.091,-0.023,0.036,-0.007,-0.092,-0.084,0.222,79373284.975,0.157
refined,14,-0.666,-4.135,-1.986,0.050,0.044,0.036,0.002,-0.078,0.318,49249360.243,0.161
refined,15,-0.834,-5.139,-2.531,0.043,0.030,0.114,0.070,-0.006,0.362,46108233.110,0.162
refined,16,-0.849,-5.235,-2.574,0.049,0.036,0.131,0.068,0.005,0.367,46076392.533,0.162
refined,17,-0.850,-5.243,-2.577,0.049,0.038,0.133,0.068,0.004,0.367,46075986.773,0.162
refined,18,-0.850,-5.245,-2.578,0.049,0.038,0.133,0.067,0.004,0.367,46075971.974,0.162
refined,19,-0.850,-5.245,-2.578,0.049,0.038,0.133,0.067,0.004,0.367,46075971.373,0.162
refined,20,-0.850,-5.245,-2.578,0.049,0.038,0.133,0.067,0.004,0.367,46075971.348,0.162
