stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,36.034,1.857,0.000,0,9,1617882717.338,132798099.921,38
refined,204.869,1.857,0.000,0,9,1617882717.338,25052338.949,38
