stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.821,-4.623,-4.610,-1.278,-1.547,0.854,0.363,1.304,-1.150,324626918.551,1584,0,0,0.178
norefined,2,-1.278,-4.728,-4.472,-1.240,-1.537,0.799,0.327,1.237,-1.184,342476594.516,1584,0,0,0.270
norefined,3,-0.821,-4.900,-4.432,-1.248,-1.519,0.799,0.305,1.143,-1.206,292227212.705,1584,0,0,0.168
norefined,4,-1.299,-4.942,-4.335,-1.174,-1.489,0.760,0.281,1.121,-1.250,297085596.445,1584,0,0,0.263
norefined,5,-0.840,-5.108,-4.295,-1.169,-1.454,0.771,0.261,1.035,-1.277,266529777.389,1584,0,0,0.164
norefined,6,-1.322,-5.136,-4.200,-1.097,-1.417,0.746,0.246,1.023,-1.303,263072375.171,1584,0,0,0.257
norefined,7,-0.859,-5.292,-4.166,-1.082,-1.371,0.766,0.226,0.946,-1.335,245716448.490,1584,0,0,0.162
norefined,8,-1.343,-5.311,-4.069,-1.021,-1.332,0.753,0.216,0.940,-1.337,237824081.564,1584,0,0,0.253
norefined,9,-0.869,-5.443,-4.060,-1.000,-1.288,0.772,0.196,0.877,-1.370,231167703.494,1584,0,0,0.160
norefined,10,-1.356,-5.454,-3.962,-0.952,-1.252,0.766,0.187,0.874,-1.354,220915256.165,1584,0,0,0.249
refined,11,-1.356,-5.454,-3.962,-0.952,-1.252,0.766,0.187,0.874,-1.354,220915256.165,1584,0,0,0.249
refined,12,-0.383,-3.999,-1.395,0.894,0.643,-0.901,0.294,-0.269,0.849,399285906.247,1584,0,0,0.096
refined,13,-0.562,-3.668,-1.784,0.567,-0.150,-0.119,-0.039,-0.038,0.069,87796019.428,1584,0,0,0.153
refined,14,-0.892,-5.343,-2.778,0.353,-0.199,0.042,0.086,0.061,-0.116,68622312.646,1584,0,0,0.167
refined,15,-1.026,-6.129,-3.157,0.246,-0.165,-0.049,0.191,0.135,-0.123,67492002.820,1584,0,0,0.167
refined,16,-1.023,-6.133,-3.140,0.253,-0.163,-0.085,0.191,0.150,-0.110,67459475.387,1584,0,0,0.167
refined,17,-1.031,-6.180,-3.166,0.249,-0.161,-0.084,0.201,0.149,-0.113,67457295.641,1584,0,0,0.167
refined,18,-1.029,-6.168,-3.159,0.251,-0.161,-0.086,0.198,0.149,-0.112,67457014.306,1584,0,0,0.167
refined,19,-1.030,-6.174,-3.162,0.250,-0.161,-0.086,0.200,0.149,-0.112,67456969.829,1584,0,0,0.167
refined,20,-1.030,-6.172,-3.161,0.250,-0.161,-0.086,0.199,0.149,-0.112,67456962.776,1584,0,0,0.167
