stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,57.794,2.023,0.000,76,0,9,2818232997.213,321591372.430
refined,139.274,2.023,0.000,76,0,9,2818232997.213,142996185.016
