stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.260,-5.124,-2.494,0.745,0.548,1.792,-1.364,-1.688,0.487,1290036572.533,0.441
norefined,2,-1.884,-5.174,-2.769,0.620,0.481,1.751,-1.415,-1.684,0.404,1034918436.341,0.364
norefined,3,-1.507,-5.257,-2.961,0.455,0.355,1.634,-1.449,-1.661,0.331,721648063.904,0.287
norefined,4,-1.098,-5.354,-3.092,0.312,0.225,1.511,-1.475,-1.644,0.285,555889447.782,0.205
norefined,5,-1.208,-5.471,-3.068,0.111,0.036,1.150,-1.449,-1.580,0.172,481074457.646,0.221
norefined,6,-0.830,-5.573,-3.112,-0.014,-0.083,0.926,-1.386,-1.476,0.154,437368969.987,0.149
norefined,7,-1.204,-5.641,-2.961,-0.096,-0.091,0.703,-1.231,-1.425,0.154,405862201.023,0.213
norefined,8,-0.755,-5.711,-3.026,-0.162,-0.152,0.576,-1.160,-1.329,0.187,368819734.334,0.132
norefined,9,-1.203,-5.737,-2.893,-0.198,-0.134,0.446,-1.055,-1.293,0.199,358501724.957,0.210
norefined,10,-0.740,-5.795,-2.974,-0.246,-0.181,0.349,-0.990,-1.211,0.234,321591372.430,0.128
refined,11,-0.740,-5.795,-2.974,-0.246,-0.181,0.349,-0.990,-1.211,0.234,321591372.430,0.128
refined,12,-0.900,-5.040,-2.619,0.261,0.091,-0.328,0.639,0.357,-0.330,167037041.979,0.179
refined,13,-0.939,-5.469,-2.869,0.183,-0.202,-0.082,0.539,0.129,-0.060,143400315.188,0.172
refined,14,-0.942,-5.559,-2.891,0.188,-0.240,-0.066,0.539,0.059,-0.038,143017643.949,0.169
refined,15,-0.951,-5.619,-2.917,0.187,-0.243,-0.064,0.533,0.049,-0.041,142998462.165,0.169
refined,16,-0.951,-5.626,-2.918,0.188,-0.245,-0.065,0.532,0.043,-0.042,142996445.580,0.169
refined,17,-0.952,-5.632,-2.921,0.188,-0.246,-0.065,0.531,0.042,-0.041,142996215.523,0.169
refined,18,-0.952,-5.633,-2.921,0.188,-0.246,-0.065,0.530,0.041,-0.042,142996188.595,0.169
refined,19,-0.952,-5.634,-2.921,0.188,-0.246,-0.065,0.530,0.041,-0.042,142996185.399,0.169
refined,20,-0.952,-5.634,-2.921,0.188,-0.246,-0.065,0.530,0.041,-0.042,142996185.016,0.169
