stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.139,"[-1.841, -0.438]",0.702,-3.240,0.002
norefined,c,-5.775,"[-9.513, -2.038]",3.737,-3.084,0.003
norefined,s,-2.868,"[-4.702, -1.035]",1.834,-3.122,0.003
norefined,k0,-0.413,"[-1.474, 0.649]",1.062,-0.776,0.441
norefined,k1,0.008,"[-0.815, 0.831]",0.823,0.019,0.985
norefined,k2,0.376,"[-0.225, 0.977]",0.601,1.250,0.216
norefined,k3,-1.115,"[-2.321, 0.092]",1.207,-1.844,0.070
norefined,k4,-1.159,"[-2.215, -0.104]",1.055,-2.192,0.032
norefined,k5,0.252,"[-0.873, 1.376]",1.124,0.447,0.657
refined,tt,-0.767,"[-1.007, -0.526]",0.240,-6.362,0.000
refined,c,-4.623,"[-6.021, -3.225]",1.398,-6.600,0.000
refined,s,-2.427,"[-3.176, -1.679]",0.748,-6.476,0.000
refined,k0,-0.503,"[-1.02, 0.014]",0.517,-1.942,0.056
refined,k1,0.225,"[-0.187, 0.637]",0.412,1.089,0.280
refined,k2,0.176,"[-0.123, 0.475]",0.299,1.174,0.245
refined,k3,-0.178,"[-0.671, 0.315]",0.493,-0.721,0.473
refined,k4,0.131,"[-0.37, 0.631]",0.500,0.521,0.604
refined,k5,-0.051,"[-0.561, 0.459]",0.510,-0.201,0.842
