stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,41.174,1.765,0.000,0,9,1925301240.874,220788648.354,57
refined,133.987,1.765,0.000,0,9,1925301240.874,73702627.795,57
