key,speed_avg,speed_ref_sd,tt_sd_adj,speed_hist_avg,speed_sd,road_closures,tt_avg,median_inc,bus_stops,intersections,speed_cv,incidents,tt_cv,tt_sd,median_age,speed_hist_sd,tt_var,speed_ref_avg,tf
"(1364, 225, '0')",20.661,0.000,0,20.208,4.364,0.000,0.774,15.738,1,3,0.211,0,0.276,0.214,46.800,3.627,0.046,21.748,0.104
"(37, 97, '0')",20.661,0.000,0,20.208,4.364,0.000,0.774,45.663,1,3,0.211,0,0.276,0.214,29.600,3.627,0.046,21.748,0.110
"(37, 247, '0')",38.182,0.000,0,47.082,14.100,0.000,0.320,45.663,0,1,0.369,3,0.519,0.166,29.600,8.047,0.028,52.195,0.334
"(245, 247, '0')",38.182,0.000,0,47.082,14.100,0.000,0.320,41.694,0,1,0.369,3,0.519,0.166,33.600,8.047,0.028,52.195,0.353
"(119, 216, '0')",24.518,0.000,0,26.971,10.358,0.000,0.104,36.974,0,4,0.422,0,0.381,0.040,29.000,5.752,0.002,32.933,0.240
"(46, 216, '0')",69.166,0.000,0,65.011,3.457,0.000,0.228,36.974,0,1,0.050,2,0.052,0.012,29.000,2.494,0.000,67.108,0.131
"(119, 118, '0')",21.580,0.000,0,27.696,8.097,0.000,0.394,24.821,0,3,0.375,0,0.340,0.134,46.000,3.956,0.018,31.690,0.130
"(124, 118, '0')",13.010,0.000,0,27.269,7.906,0.000,0.075,24.821,0,1,0.608,0,0.429,0.032,46.000,9.424,0.001,26.719,0.121
"(555, 118, '0')",23.593,0.000,0,27.269,9.963,0.000,0.587,24.821,0,1,0.422,0,0.473,0.278,46.000,9.424,0.077,26.719,0.320
"(24, 446, '0')",40.000,0.000,0,40.000,0.000,0.000,0.338,24.432,0,0,0.000,0,0.000,0.000,39.300,0.000,0.000,40.000,0.338
"(38, 39, '0')",30.512,0.000,0,31.017,8.632,0.000,0.460,39.750,0,1,0.283,1,0.392,0.181,29.900,8.547,0.033,32.933,0.207
"(424, 381, '0')",44.447,0.000,0,47.250,10.038,0.000,0.263,20.893,0,1,0.226,0,0.293,0.077,29.500,7.786,0.006,41.010,0.333
"(618, 620, '0')",63.276,0.000,0,58.959,4.027,0.000,0.472,30.543,0,2,0.064,14,0.062,0.029,28.900,1.836,0.001,60.273,0.404
"(417, 419, '0')",38.887,0.000,0,40.939,9.534,0.000,0.295,50.641,0,5,0.245,6,0.316,0.093,41.800,8.962,0.009,39.146,0.217
"(39, 444, '0')",8.634,0.000,0,8.670,1.261,0.000,0.051,39.750,0,1,0.146,0,0.201,0.010,29.900,1.881,0.000,8.699,0.125
"(447, 444, '0')",18.272,0.000,0,17.295,6.640,0.000,0.752,39.750,0,5,0.363,0,0.390,0.293,29.900,3.799,0.086,21.127,0.251
"(448, 444, '0')",21.094,0.000,0,20.330,5.524,0.000,0.625,39.750,0,5,0.262,0,0.307,0.192,29.900,3.897,0.037,19.884,0.162
"(40, 36, '0')",17.599,0.000,0,22.169,6.833,0.000,0.524,45.663,2,2,0.388,0,0.385,0.202,29.600,4.581,0.041,21.748,0.155
"(497, 36, '0')",44.881,0.000,0,45.082,7.615,0.000,0.122,45.663,0,0,0.170,10,0.228,0.028,29.600,8.559,0.001,44.117,0.468
"(97, 36, '0')",18.751,0.000,0,20.000,6.691,0.000,0.424,45.663,0,4,0.357,0,0.371,0.157,29.600,3.833,0.025,21.748,0.169
"(40, 495, '0')",19.800,0.000,0,20.000,7.207,0.000,0.466,41.694,2,2,0.364,0,0.426,0.199,33.600,3.833,0.040,21.748,0.161
"(224, 495, '0')",25.742,0.000,0,22.169,6.075,0.000,0.627,41.694,2,3,0.236,0,0.307,0.193,33.600,4.581,0.037,21.748,0.175
"(909, 495, '0')",26.505,0.000,0,25.321,6.535,0.000,0.308,41.694,1,4,0.247,0,0.303,0.093,33.600,4.567,0.009,27.962,0.114
"(939, 495, '0')",23.632,0.000,0,24.874,7.790,0.000,0.373,41.694,1,4,0.330,0,0.446,0.166,33.600,5.010,0.028,26.098,0.111
"(657, 652, '0')",60.888,0.000,0,55.600,4.963,0.000,0.481,30.543,1,2,0.082,3,0.081,0.039,28.900,1.959,0.002,57.166,0.497
"(392, 393, '0')",16.525,0.000,0,15.308,3.691,0.000,0.563,20.893,0,2,0.223,0,0.278,0.156,29.500,2.821,0.024,21.127,0.346
"(21, 187, '0')",66.661,0.000,0,61.749,3.512,0.000,0.680,32.869,0,1,0.053,1,0.059,0.040,24.300,1.938,0.002,64.001,0.000
"(624, 621, '0')",66.992,0.000,0,59.859,3.078,0.000,0.603,30.543,0,6,0.046,3,0.047,0.028,28.900,0.999,0.001,60.273,0.487
"(288, 133, '0')",66.992,0.000,0,59.859,3.078,0.000,0.603,30.543,0,6,0.046,3,0.047,0.028,28.900,0.999,0.001,60.273,0.546
"(43, 179, '0')",64.040,0.000,0,62.817,3.839,0.000,0.179,21.600,0,0,0.060,0,0.076,0.014,26.000,2.385,0.000,62.758,0.355
"(320, 179, '0')",62.415,0.000,0,58.454,6.748,0.000,0.588,21.600,0,0,0.108,0,0.116,0.068,26.000,4.754,0.005,62.758,0.217
"(649, 654, '0')",65.244,0.000,0,58.668,3.550,0.000,0.554,30.543,0,5,0.054,2,0.056,0.031,28.900,2.759,0.001,60.273,0.535
"(44, 177, '0')",58.590,0.000,0,58.322,3.120,0.000,0.146,23.075,0,1,0.053,2,0.093,0.014,28.300,3.191,0.000,60.894,0.116
"(654, 603, '0')",60.292,0.000,0,56.072,3.484,0.000,0.469,30.543,0,4,0.058,2,0.058,0.027,28.900,0.966,0.001,57.166,0.233
"(601, 603, '0')",60.292,0.000,0,56.072,3.484,0.000,0.469,30.543,0,4,0.058,2,0.058,0.027,28.900,0.966,0.001,57.166,0.138
"(45, 214, '0')",65.684,0.000,0,58.202,8.909,0.000,0.557,36.974,0,1,0.136,8,0.268,0.149,29.000,7.045,0.022,65.244,0.234
"(295, 299, '0')",27.554,0.000,0,24.195,4.293,0.000,1.113,14.243,2,14,0.156,1,0.181,0.201,24.900,2.337,0.041,24.855,0.471
"(47, 150, '0')",66.176,0.000,0,59.367,2.439,0.000,0.751,39.191,1,3,0.037,4,0.038,0.029,28.700,4.829,0.001,62.137,0.351
"(312, 320, '0')",25.865,0.000,0,24.143,4.726,0.000,1.196,24.432,2,14,0.183,2,0.198,0.237,39.300,1.900,0.056,26.719,0.951
"(324, 307, '0')",60.000,0.000,0,60.000,0.000,0.000,0.802,14.243,0,0,0.000,0,0.000,0.000,24.900,0.000,0.000,60.000,0.802
"(49, 146, '0')",65.995,0.000,0,61.315,3.231,0.000,0.662,39.191,0,2,0.049,0,0.051,0.034,28.700,3.406,0.001,65.244,0.294
"(326, 328, '0')",59.658,0.000,0,58.836,3.143,0.000,0.461,14.243,0,1,0.053,0,0.051,0.023,24.900,2.517,0.001,59.030,0.610
"(208, 68, '0')",56.519,0.000,0,60.862,8.129,0.000,0.267,14.243,0,1,0.144,0,0.145,0.039,24.900,5.708,0.002,54.059,0.569
"(1, 68, '0')",50.000,0.000,0,50.000,0.000,0.000,0.736,14.243,0,0,0.000,0,0.000,0.000,24.900,0.000,0.000,50.000,0.736
"(50, 219, '0')",66.176,0.000,0,59.367,2.439,0.000,0.751,39.191,1,3,0.037,4,0.038,0.029,28.700,4.829,0.001,62.137,0.235
"(68, 303, '0')",59.367,0.000,0,58.635,7.959,0.000,0.155,14.243,0,3,0.134,1,0.306,0.047,24.900,7.117,0.002,60.273,0.134
"(77, 303, '0')",59.367,0.000,0,58.635,7.959,0.000,0.155,14.243,0,3,0.134,1,0.306,0.047,24.900,7.117,0.002,60.273,0.170
"(51, 64, '0')",59.470,0.000,0,57.199,3.762,0.000,0.182,66.653,0,1,0.063,4,0.065,0.012,34.400,4.506,0.000,57.788,0.324
"(147, 64, '0')",37.942,0.000,0,41.451,6.079,0.000,0.384,66.653,0,2,0.160,4,0.205,0.079,34.400,4.419,0.006,39.768,0.167
"(52, 12, '0')",69.924,0.000,0,63.516,3.247,0.000,0.729,24.432,0,16,0.046,1,0.051,0.037,39.300,1.866,0.001,65.865,0.589
"(65, 293, '0')",60.907,0.000,0,56.655,5.793,0.000,0.181,14.243,0,1,0.095,0,0.205,0.037,24.900,8.690,0.001,60.273,0.426
"(13, 2, '0')",60.000,0.000,0,60.000,0.000,0.000,0.470,14.243,0,0,0.000,0,0.000,0.000,24.900,0.000,0.000,60.000,0.470
"(1089, 1088, '0')",31.606,0.000,0,34.447,6.502,0.000,0.224,24.444,0,1,0.206,0,0.270,0.061,41.300,6.049,0.004,26.719,0.375
"(1062, 1088, '0')",32.577,0.000,0,32.505,8.970,0.000,0.388,24.444,0,4,0.275,1,0.324,0.126,41.300,7.482,0.016,36.040,0.087
"(640, 1089, '0')",67.768,0.000,0,60.985,3.233,0.000,0.234,24.444,0,3,0.048,3,0.057,0.013,41.300,2.221,0.000,62.137,0.324
"(640, 638, '0')",67.768,0.000,0,60.985,3.233,0.000,0.234,24.444,0,3,0.048,3,0.057,0.013,41.300,2.221,0.000,62.137,0.330
"(1088, 1094, '0')",24.305,0.000,0,22.943,4.084,0.000,0.139,24.444,0,5,0.168,2,0.177,0.025,41.300,4.417,0.001,26.719,0.276
"(1088, 1091, '0')",24.305,0.000,0,22.943,4.084,0.000,0.139,24.444,0,5,0.168,2,0.177,0.025,41.300,4.417,0.001,26.719,0.361
"(1062, 1091, '0')",24.305,0.000,0,22.943,4.084,0.000,0.139,36.042,0,5,0.168,2,0.177,0.025,24.600,4.417,0.001,26.719,0.114
"(1088, 1062, '0')",19.858,0.000,0,34.447,13.595,0.000,0.190,24.444,0,4,0.685,0,0.776,0.148,41.300,6.049,0.022,26.719,0.121
"(1083, 1062, '0')",32.577,0.000,0,32.505,8.970,0.000,0.388,36.042,0,4,0.275,1,0.324,0.126,24.600,7.482,0.016,36.040,0.126
"(1433, 1062, '0')",24.615,0.000,0,22.790,4.447,0.000,0.809,36.042,1,13,0.181,0,0.202,0.163,24.600,2.251,0.027,24.855,0.174
"(1097, 1101, '0')",35.580,0.000,0,37.224,4.137,0.000,0.319,36.042,0,3,0.116,3,0.118,0.038,24.600,3.348,0.001,37.282,0.162
"(1097, 1099, '0')",20.725,0.000,0,21.140,5.114,0.000,0.126,36.042,0,3,0.247,0,0.284,0.036,24.600,3.214,0.001,21.748,0.445
"(1084, 1099, '0')",20.725,0.000,0,21.140,5.114,0.000,0.126,36.042,0,3,0.247,0,0.284,0.036,24.600,3.214,0.001,21.748,0.160
"(1097, 1084, '0')",11.340,0.000,0,11.999,2.688,0.000,0.373,36.042,0,4,0.237,0,0.335,0.125,24.600,2.700,0.016,11.806,0.104
"(1086, 1084, '0')",12.156,0.000,0,12.725,3.469,0.000,0.354,36.042,0,4,0.285,0,0.305,0.108,24.600,3.370,0.012,13.049,0.116
"(1113, 1084, '0')",16.693,0.000,0,21.140,6.789,0.000,0.039,36.042,0,1,0.407,0,0.545,0.021,24.600,3.214,0.000,21.748,0.128
"(55, 0, '0')",34.926,0.000,0,33.586,8.655,0.000,0.553,93.828,0,1,0.248,2,0.258,0.142,31.100,8.031,0.020,37.904,0.155
"(55, 62, '0')",23.612,0.000,0,23.178,6.678,0.000,0.218,66.653,0,4,0.283,0,0.276,0.060,34.400,7.756,0.004,24.233,0.203
"(606, 59, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,30.907,0,0,0.000,0,0.000,0.000,26.700,0.000,0.000,99999.000,0.000
"(883, 59, '0')",25.000,0.000,0,25.000,0.000,0.000,0.146,30.907,0,2,0.000,0,0.000,0.000,26.700,0.000,0.000,25.000,0.146
"(56, 70, '0')",37.942,0.000,0,41.451,6.079,0.000,0.384,93.828,0,2,0.160,4,0.205,0.079,31.100,4.419,0.006,39.768,0.251
"(59, 1501, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,30.907,0,0,0.000,0,0.000,0.000,26.700,0.000,0.000,99999.000,0.000
"(59, 883, '0')",25.000,0.000,0,25.000,0.000,0.000,0.146,30.907,0,2,0.000,0,0.000,0.000,26.700,0.000,0.000,25.000,0.146
"(60, 883, '0')",25.000,0.000,0,25.000,0.000,0.000,0.146,30.907,0,2,0.000,0,0.000,0.000,26.700,0.000,0.000,25.000,0.146
"(841, 883, '0')",40.000,0.000,0,40.000,0.000,0.000,0.116,30.907,0,1,0.000,0,0.000,0.000,26.700,0.000,0.000,40.000,0.116
"(1284, 883, '0')",40.000,0.000,0,40.000,0.000,0.000,0.057,30.907,0,2,0.000,0,0.000,0.000,26.700,0.000,0.000,40.000,0.057
"(784, 777, '0')",15.000,0.000,0,15.000,0.000,0.000,0.268,39.191,0,1,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.268
"(787, 777, '0')",15.000,0.000,0,15.000,0.000,0.000,0.326,39.191,0,1,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.326
"(784, 785, '0')",15.000,0.000,0,15.000,0.000,0.000,0.280,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.280
"(366, 785, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,99999.000,0.000
"(784, 786, '0')",15.000,0.000,0,15.000,0.000,0.000,0.076,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.076
"(364, 786, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,99999.000,0.000
"(784, 775, '0')",15.000,0.000,0,15.000,0.000,0.000,0.610,39.191,4,2,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.610
"(755, 775, '0')",15.000,0.000,0,15.000,0.000,0.000,0.827,39.191,4,2,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.827
"(1553, 1728, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.619,0,0,0.000,0,0.000,0.000,31.600,0.000,0.000,99999.000,0.000
"(777, 784, '0')",15.000,0.000,0,15.000,0.000,0.000,0.268,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.268
"(785, 784, '0')",15.000,0.000,0,15.000,0.000,0.000,0.280,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.280
"(786, 784, '0')",15.000,0.000,0,15.000,0.000,0.000,0.076,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.076
"(775, 784, '0')",15.000,0.000,0,15.000,0.000,0.000,0.616,39.191,4,2,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.616
"(777, 787, '0')",15.000,0.000,0,15.000,0.000,0.000,0.326,39.191,0,1,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.326
"(770, 787, '0')",15.000,0.000,0,15.000,0.000,0.000,0.218,39.191,0,3,0.000,0,0.000,0.000,28.700,0.000,0.000,15.000,0.218
"(785, 1330, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,99999.000,0.000
"(786, 1323, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,39.191,0,0,0.000,0,0.000,0.000,28.700,0.000,0.000,99999.000,0.000
"(1232, 20, '0')",27.716,0.000,0,24.926,4.900,0.000,1.088,34.923,1,3,0.177,0,0.197,0.214,66.000,4.535,0.046,26.098,0.146
"(563, 20, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,34.923,0,0,0.000,0,0.000,0.000,66.000,0.000,0.000,99999.000,0.000
"(1232, 1231, '0')",27.716,0.000,0,24.926,4.900,0.000,1.088,36.974,1,3,0.177,0,0.197,0.214,29.000,4.535,0.046,26.098,0.174
"(20, 1232, '0')",24.913,0.000,0,21.373,4.808,0.000,1.220,34.923,2,3,0.193,1,0.209,0.255,66.000,4.713,0.065,26.098,0.146
"(1228, 1232, '0')",24.913,0.000,0,21.373,4.808,0.000,1.220,36.974,2,3,0.193,1,0.209,0.255,29.000,4.713,0.065,26.098,0.220
"(1233, 1232, '0')",27.716,0.000,0,24.926,4.900,0.000,1.088,36.974,1,3,0.177,0,0.197,0.214,29.000,4.535,0.046,26.098,0.100
"(20, 1392, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,34.923,0,0,0.000,0,0.000,0.000,66.000,0.000,0.000,99999.000,0.000
"(564, 31, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.974,0,0,0.000,0,0.000,0.000,29.000,0.000,0.000,99999.000,0.000
"(1227, 31, '0')",24.913,0.000,0,21.373,4.808,0.000,1.220,36.974,2,3,0.193,1,0.209,0.255,29.000,4.713,0.065,26.098,0.146
"(31, 1393, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.974,0,0,0.000,0,0.000,0.000,29.000,0.000,0.000,99999.000,0.000
"(31, 1227, '0')",35.000,0.000,0,35.000,0.000,0.000,0.105,36.974,0,0,0.000,0,0.000,0.000,29.000,0.000,0.000,35.000,0.105
"(1237, 1227, '0')",24.913,0.000,0,21.373,4.808,0.000,1.220,36.974,2,3,0.193,1,0.209,0.255,29.000,4.713,0.065,26.098,0.210
"(1557, 1732, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,17.434,0,0,0.000,0,0.000,0.000,24.500,0.000,0.000,99999.000,0.000
"(183, 330, '0')",25.489,0.000,0,24.329,1.988,0.000,0.033,21.114,0,2,0.078,0,0.233,0.008,36.700,2.783,0.000,26.098,0.763
"(183, 676, '0')",62.862,0.000,0,60.985,6.052,0.000,0.687,20.153,0,9,0.096,1,0.127,0.088,22.400,3.008,0.008,62.758,0.131
"(497, 248, '0')",44.881,0.000,0,45.082,7.615,0.000,0.122,45.663,0,0,0.170,10,0.228,0.028,29.600,8.559,0.001,44.117,0.099
"(1227, 1228, '0')",24.913,0.000,0,21.373,4.808,0.000,1.220,36.974,2,3,0.193,1,0.209,0.255,29.000,4.713,0.065,26.098,0.219
"(64, 75, '0')",66.176,0.000,0,59.367,2.439,0.000,0.751,66.653,1,3,0.037,4,0.038,0.029,34.400,4.829,0.001,62.137,0.170
"(333, 332, '0')",37.807,0.000,0,40.375,7.717,0.000,0.809,21.114,0,4,0.204,0,0.280,0.227,36.700,5.845,0.051,39.768,0.556
"(169, 332, '0')",65.354,0.000,0,61.134,2.513,0.000,0.227,23.075,0,3,0.038,5,0.034,0.008,28.300,1.629,0.000,62.137,0.300
"(66, 818, '0')",29.638,0.000,0,27.651,3.288,0.000,0.619,39.191,0,4,0.111,0,0.110,0.068,28.700,2.283,0.005,27.962,0.520
"(323, 818, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,39.191,0,1,0.000,0,0.000,0.000,28.700,0.000,0.000,99999.000,0.000
"(66, 206, '0')",15.605,0.000,0,27.114,9.128,0.000,0.076,39.191,0,1,0.585,0,0.679,0.051,28.700,4.190,0.003,24.855,0.164
"(569, 206, '0')",22.803,0.000,0,21.864,6.122,0.000,1.114,39.191,4,4,0.268,0,0.265,0.295,28.700,5.147,0.087,22.991,0.176
"(744, 206, '0')",21.360,0.000,0,26.479,8.165,0.000,0.587,93.828,0,2,0.382,0,0.394,0.232,31.100,4.864,0.054,26.719,0.202
"(1621, 206, '0')",24.965,0.000,0,21.127,4.552,0.000,0.963,93.828,3,3,0.182,0,0.174,0.167,31.100,4.322,0.028,24.855,0.094
"(1552, 1727, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,51.955,0,0,0.000,0,0.000,0.000,27.200,0.000,0.000,99999.000,0.000
"(1551, 1726, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,47.054,0,0,0.000,0,0.000,0.000,48.800,0.000,0.000,99999.000,0.000
"(1550, 1725, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,37.414,0,0,0.000,0,0.000,0.000,30.500,0.000,0.000,99999.000,0.000
"(1549, 1724, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,51.955,0,0,0.000,0,0.000,0.000,27.200,0.000,0.000,99999.000,0.000
"(920, 924, '0')",25.000,0.000,0,25.000,0.000,0.000,0.169,42.066,0,0,0.000,0,0.000,0.000,27.800,0.000,0.000,25.000,0.169
"(903, 924, '0')",27.780,0.000,0,21.398,3.892,0.000,0.323,42.066,1,4,0.140,0,0.155,0.050,27.800,3.402,0.003,22.991,0.074
"(920, 1522, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,42.066,0,0,0.000,0,0.000,0.000,27.800,0.000,0.000,99999.000,0.000
"(924, 920, '0')",25.000,0.000,0,25.000,0.000,0.000,0.169,42.066,0,0,0.000,0,0.000,0.000,27.800,0.000,0.000,25.000,0.169
"(480, 920, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,42.066,0,0,0.000,0,0.000,0.000,27.800,0.000,0.000,99999.000,0.000
"(924, 903, '0')",23.392,0.000,0,20.564,4.397,0.000,0.387,42.066,1,4,0.188,0,0.185,0.072,27.800,2.732,0.005,24.233,0.074
"(905, 903, '0')",27.780,0.000,0,21.398,3.892,0.000,0.323,42.066,1,4,0.140,0,0.155,0.050,27.800,3.402,0.003,22.991,0.175
"(906, 903, '0')",23.392,0.000,0,20.564,4.397,0.000,0.387,42.066,1,4,0.188,0,0.185,0.072,27.800,2.732,0.005,24.233,0.116
"(921, 903, '0')",30.000,0.000,0,30.000,0.000,0.000,0.411,45.536,0,0,0.000,0,0.000,0.000,33.100,0.000,0.000,30.000,0.411
"(69, 181, '0')",65.205,0.000,0,57.354,3.895,0.000,0.540,44.740,0,0,0.060,0,0.060,0.032,31.700,1.272,0.001,59.030,0.258
"(827, 54, '0')",30.000,0.000,0,30.000,0.000,0.000,0.122,61.250,0,0,0.000,0,0.000,0.000,50.900,0.000,0.000,30.000,0.122
"(573, 54, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,61.250,0,0,0.000,0,0.000,0.000,50.900,0.000,0.000,99999.000,0.000
"(827, 58, '0')",30.000,0.000,0,30.000,0.000,0.000,0.122,61.250,0,0,0.000,0,0.000,0.000,50.900,0.000,0.000,30.000,0.122
"(572, 58, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.974,0,0,0.000,0,0.000,0.000,29.000,0.000,0.000,99999.000,0.000
"(827, 825, '0')",28.874,0.000,0,23.437,4.827,0.000,0.543,61.250,0,2,0.167,0,0.182,0.099,50.900,5.281,0.010,26.719,0.415
"(827, 828, '0')",29.826,0.000,0,22.272,4.055,0.000,0.521,61.250,1,2,0.136,0,0.139,0.073,50.900,3.561,0.005,26.098,0.097
"(54, 827, '0')",30.000,0.000,0,30.000,0.000,0.000,0.122,61.250,0,0,0.000,0,0.000,0.000,50.900,0.000,0.000,30.000,0.122
"(58, 827, '0')",30.000,0.000,0,30.000,0.000,0.000,0.122,61.250,0,0,0.000,0,0.000,0.000,50.900,0.000,0.000,30.000,0.122
"(1255, 827, '0')",28.874,0.000,0,23.437,4.827,0.000,0.543,61.250,0,2,0.167,0,0.182,0.099,50.900,5.281,0.010,26.719,0.105
"(1256, 827, '0')",29.826,0.000,0,22.272,4.055,0.000,0.521,61.250,1,2,0.136,0,0.139,0.073,50.900,3.561,0.005,26.098,0.156
"(54, 1396, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,61.250,0,0,0.000,0,0.000,0.000,50.900,0.000,0.000,99999.000,0.000
"(58, 1394, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.974,0,0,0.000,0,0.000,0.000,29.000,0.000,0.000,99999.000,0.000
"(883, 60, '0')",25.000,0.000,0,25.000,0.000,0.000,0.146,30.907,0,2,0.000,0,0.000,0.000,26.700,0.000,0.000,25.000,0.146
"(605, 60, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,30.907,0,0,0.000,0,0.000,0.000,26.700,0.000,0.000,99999.000,0.000
"(883, 841, '0')",40.000,0.000,0,40.000,0.000,0.000,0.116,30.907,0,1,0.000,0,0.000,0.000,26.700,0.000,0.000,40.000,0.116
"(868, 841, '0')",29.153,0.000,0,24.156,6.386,0.000,0.544,30.907,0,2,0.219,0,0.264,0.144,26.700,5.747,0.021,26.719,0.195
"(879, 841, '0')",24.861,0.000,0,23.023,5.699,0.000,0.631,30.907,0,2,0.229,0,0.246,0.155,26.700,4.522,0.024,26.098,0.246
"(881, 841, '0')",35.000,0.000,0,35.000,0.000,0.000,0.150,54.944,0,1,0.000,0,0.000,0.000,33.800,0.000,0.000,35.000,0.150
"(883, 1284, '0')",40.000,0.000,0,40.000,0.000,0.000,0.057,30.907,0,2,0.000,0,0.000,0.000,26.700,0.000,0.000,40.000,0.057
"(1281, 1284, '0')",40.000,0.000,0,40.000,0.000,0.000,0.057,30.907,0,2,0.000,0,0.000,0.000,26.700,0.000,0.000,40.000,0.057
"(74, 845, '0')",31.166,0.000,0,28.382,4.932,0.000,0.731,54.944,0,5,0.158,1,0.163,0.119,33.800,3.952,0.014,24.233,0.435
"(109, 845, '0')",30.978,0.000,0,27.962,4.437,0.000,0.732,54.944,0,5,0.143,1,0.140,0.103,33.800,3.387,0.011,29.826,0.000
"(74, 218, '0')",18.253,0.000,0,19.023,6.080,0.000,0.391,54.944,0,3,0.333,1,0.424,0.166,33.800,4.610,0.027,19.263,0.171
"(839, 218, '0')",19.411,0.000,0,28.382,8.286,0.000,0.383,30.907,0,3,0.427,1,0.406,0.156,26.700,3.952,0.024,24.233,0.191
"(843, 218, '0')",25.878,0.000,0,24.900,6.921,0.000,0.615,30.907,2,2,0.267,1,0.373,0.229,26.700,3.889,0.052,26.719,0.151
"(846, 218, '0')",28.098,0.000,0,24.156,6.683,0.000,0.545,36.974,1,2,0.238,1,0.241,0.131,29.000,5.747,0.017,26.719,0.115
"(75, 50, '0')",66.176,0.000,0,59.367,2.439,0.000,0.751,39.191,1,3,0.037,4,0.038,0.029,28.700,4.829,0.001,62.137,0.230
"(76, 425, '0')",43.580,0.000,0,46.176,8.160,0.000,0.196,25.132,0,0,0.187,0,0.321,0.063,26.400,7.891,0.004,49.088,0.224
"(76, 698, '0')",43.580,0.000,0,46.176,8.160,0.000,0.196,27.250,0,0,0.187,0,0.321,0.063,25.900,7.891,0.004,49.088,0.091
"(78, 103, '0')",34.616,0.000,0,36.253,5.168,0.000,0.319,41.544,0,3,0.149,0,0.242,0.077,28.300,3.652,0.006,37.282,0.115
"(1548, 1723, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,42.628,0,0,0.000,0,0.000,0.000,25.600,0.000,0.000,99999.000,0.000
"(79, 1026, '0')",24.285,0.000,0,22.692,5.477,0.000,0.280,39.750,1,2,0.226,2,0.254,0.071,29.900,2.304,0.005,22.991,0.086
"(449, 1026, '0')",16.635,0.000,0,17.295,5.980,0.000,0.521,39.750,0,2,0.359,2,0.383,0.200,29.900,3.799,0.040,21.127,0.140
"(1027, 1026, '0')",17.864,0.000,0,20.330,6.944,0.000,0.505,39.750,0,2,0.389,2,0.404,0.204,29.900,3.897,0.042,19.884,0.114
"(1029, 1026, '0')",20.065,0.000,0,20.706,5.958,0.000,0.358,39.750,1,2,0.297,2,0.387,0.139,29.900,4.054,0.019,24.233,0.122
"(60, 1503, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,30.907,0,0,0.000,0,0.000,0.000,26.700,0.000,0.000,99999.000,0.000
"(53, 847, '0')",31.224,0.000,0,18.796,5.289,0.000,0.731,67.240,0,8,0.169,0,0.239,0.175,34.200,5.302,0.031,29.826,0.000
"(213, 847, '0')",27.936,0.000,0,27.994,6.211,0.000,0.900,67.240,0,8,0.222,0,0.270,0.243,34.200,4.438,0.059,31.069,0.438
