key,tt_sd,speed_ref_avg,speed_avg,speed_sd,tt_var,tt_cv,incidents,bus_stops,median_inc,median_age,intersections,tt_avg,speed_ref_sd,tt_sd_adj,speed_hist_sd,speed_hist_avg,road_closures,speed_cv,tf
"(1227, 31, '0')",0.227,24.855,26.622,4.756,0.051,0.200,0,2,36.974,29.000,3,1.134,0.000,0,3.746,24.434,0.000,0.179,0.146
"(31, 1393, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.974,29.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(31, 1227, '0')",0.000,35.000,35.000,0.000,0.000,0.000,0,0,36.974,29.000,0,0.105,0.000,0,0.000,35.000,0.000,0.000,0.105
"(1237, 1227, '0')",0.227,24.855,26.622,4.756,0.051,0.200,0,2,36.974,29.000,3,1.134,0.000,0,3.746,24.434,0.000,0.179,0.210
"(1557, 1732, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,17.434,24.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(183, 330, '0')",0.009,26.098,25.392,2.445,0.000,0.278,0,0,21.114,36.700,2,0.034,0.000,0,2.783,24.329,0.000,0.096,0.763
"(183, 676, '0')",0.023,62.758,64.888,2.049,0.001,0.035,0,0,20.153,22.400,9,0.658,0.000,0,2.892,61.568,0.000,0.032,0.131
"(497, 248, '0')",0.039,42.875,40.473,8.540,0.001,0.281,1,0,45.663,29.600,0,0.138,0.000,0,8.667,40.396,0.000,0.211,0.099
"(1227, 1228, '0')",0.227,24.855,26.622,4.756,0.051,0.200,0,2,36.974,29.000,3,1.134,0.000,0,3.746,24.434,0.000,0.179,0.219
"(64, 75, '0')",0.027,65.244,65.742,2.187,0.001,0.036,0,1,66.653,34.400,3,0.757,0.000,0,2.670,63.451,0.000,0.033,0.170
"(333, 332, '0')",0.115,42.253,45.088,6.766,0.013,0.175,0,0,21.114,36.700,4,0.659,0.000,0,6.054,40.655,0.000,0.150,0.556
"(169, 332, '0')",0.005,64.001,66.998,1.904,0.000,0.021,1,0,23.075,28.300,3,0.223,0.000,0,1.908,63.030,0.000,0.028,0.300
"(66, 818, '0')",0.082,31.069,31.418,4.182,0.007,0.139,0,0,39.191,28.700,4,0.587,0.000,0,2.433,29.366,0.000,0.133,0.520
"(323, 818, '0')",0.005,19.884,18.822,2.905,0.000,0.162,0,0,39.191,28.700,1,0.030,0.000,0,3.608,18.502,0.000,0.154,0.000
"(66, 206, '0')",0.008,26.098,25.780,4.680,0.000,0.249,0,0,39.191,28.700,1,0.033,0.000,0,3.876,24.486,0.000,0.182,0.164
"(569, 206, '0')",0.292,25.476,22.492,6.228,0.085,0.258,0,4,39.191,28.700,4,1.133,0.000,0,3.951,22.343,0.000,0.277,0.176
"(744, 206, '0')",0.084,27.962,26.389,5.577,0.007,0.197,0,0,93.828,31.100,2,0.427,0.000,0,2.924,25.405,0.000,0.211,0.202
"(1621, 206, '0')",0.271,27.962,25.399,7.356,0.073,0.273,0,3,93.828,31.100,3,0.994,0.000,0,4.870,25.379,0.000,0.290,0.094
"(1552, 1727, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,51.955,27.200,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1551, 1726, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,47.054,48.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1550, 1725, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,30.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1549, 1724, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,51.955,27.200,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(920, 924, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,42.066,27.800,0,0.169,0.000,0,0.000,25.000,0.000,0.000,0.169
"(903, 924, '0')",0.055,24.855,26.712,4.690,0.003,0.163,0,1,42.066,27.800,4,0.338,0.000,0,3.205,24.745,0.000,0.176,0.074
"(920, 1522, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.066,27.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(924, 920, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,42.066,27.800,0,0.169,0.000,0,0.000,25.000,0.000,0.000,0.169
"(480, 920, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.066,27.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(924, 903, '0')",0.055,26.098,26.784,4.771,0.003,0.162,0,1,42.066,27.800,4,0.337,0.000,0,3.932,25.075,0.000,0.178,0.074
"(905, 903, '0')",0.055,24.855,26.712,4.690,0.003,0.163,0,1,42.066,27.800,4,0.338,0.000,0,3.205,24.745,0.000,0.176,0.175
"(906, 903, '0')",0.055,26.098,26.784,4.771,0.003,0.162,0,1,42.066,27.800,4,0.337,0.000,0,3.932,25.075,0.000,0.178,0.116
"(921, 903, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,45.536,33.100,0,0.411,0.000,0,0.000,30.000,0.000,0.000,0.411
"(69, 181, '0')",0.035,59.030,61.218,3.844,0.001,0.062,0,0,44.740,31.700,0,0.575,0.000,0,1.733,57.580,0.000,0.063,0.258
"(827, 54, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,61.250,50.900,0,0.122,0.000,0,0.000,30.000,0.000,0.000,0.122
"(573, 54, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,61.250,50.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(827, 58, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,61.250,50.900,0,0.122,0.000,0,0.000,30.000,0.000,0.000,0.122
"(572, 58, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.974,29.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(827, 825, '0')",0.087,29.204,29.153,4.576,0.008,0.163,0,0,61.250,50.900,2,0.537,0.000,0,3.742,27.030,0.000,0.157,0.415
"(827, 828, '0')",0.066,26.719,27.891,3.426,0.004,0.119,0,1,61.250,50.900,2,0.556,0.000,0,4.147,25.185,0.000,0.123,0.097
"(54, 827, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,61.250,50.900,0,0.122,0.000,0,0.000,30.000,0.000,0.000,0.122
"(58, 827, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,61.250,50.900,0,0.122,0.000,0,0.000,30.000,0.000,0.000,0.122
"(1255, 827, '0')",0.087,29.204,29.153,4.576,0.008,0.163,0,0,61.250,50.900,2,0.537,0.000,0,3.742,27.030,0.000,0.157,0.105
"(1256, 827, '0')",0.066,26.719,27.891,3.426,0.004,0.119,0,1,61.250,50.900,2,0.556,0.000,0,4.147,25.185,0.000,0.123,0.156
"(54, 1396, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,61.250,50.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(58, 1394, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.974,29.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(883, 60, '0')",0.053,26.719,28.590,3.575,0.003,0.136,1,0,30.907,26.700,2,0.393,0.000,0,3.485,25.949,0.000,0.125,0.146
"(605, 60, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,30.907,26.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(883, 841, '0')",0.004,26.719,28.590,3.575,0.000,0.193,1,0,30.907,26.700,1,0.023,0.000,0,3.485,25.949,0.000,0.125,0.116
"(868, 841, '0')",0.097,29.204,27.806,4.766,0.009,0.174,1,0,30.907,26.700,2,0.556,0.000,0,4.341,27.392,0.000,0.171,0.195
"(879, 841, '0')",0.106,26.719,25.534,4.386,0.011,0.177,1,0,30.907,26.700,2,0.598,0.000,0,3.673,24.751,0.000,0.172,0.246
"(881, 841, '0')",0.050,24.855,26.169,3.927,0.002,0.179,1,0,54.944,33.800,1,0.279,0.000,0,3.401,23.418,0.000,0.150,0.150
"(883, 1284, '0')",0.076,24.855,26.169,3.927,0.006,0.175,1,0,30.907,26.700,2,0.433,0.000,0,3.401,23.418,0.000,0.150,0.057
"(1281, 1284, '0')",0.053,26.719,28.590,3.575,0.003,0.136,1,0,30.907,26.700,2,0.393,0.000,0,3.485,25.949,0.000,0.125,0.057
"(74, 845, '0')",0.135,24.855,25.263,3.719,0.018,0.150,1,0,54.944,33.800,5,0.901,0.000,0,4.241,22.531,0.000,0.147,0.435
"(109, 845, '0')",0.105,32.933,30.674,4.424,0.011,0.142,1,0,54.944,33.800,5,0.739,0.000,0,3.347,31.619,0.000,0.144,0.000
"(74, 218, '0')",0.074,19.884,20.466,4.867,0.005,0.228,0,0,54.944,33.800,3,0.323,0.000,0,2.991,17.987,0.000,0.238,0.171
"(839, 218, '0')",0.040,24.855,25.263,3.719,0.002,0.156,0,0,30.907,26.700,3,0.254,0.000,0,4.241,22.531,0.000,0.147,0.191
"(843, 218, '0')",0.082,26.719,26.402,3.656,0.007,0.146,0,2,30.907,26.700,2,0.559,0.000,0,3.058,25.826,0.000,0.138,0.151
"(846, 218, '0')",0.094,29.204,27.806,4.766,0.009,0.175,0,1,36.974,29.000,2,0.537,0.000,0,4.341,27.392,0.000,0.171,0.115
"(75, 50, '0')",0.027,65.244,65.742,2.187,0.001,0.036,0,1,39.191,28.700,3,0.757,0.000,0,2.670,63.451,0.000,0.033,0.230
"(76, 425, '0')",0.032,49.710,46.681,6.964,0.001,0.179,0,0,25.132,26.400,0,0.179,0.000,0,5.306,49.198,0.000,0.149,0.224
"(76, 698, '0')",0.032,49.710,46.681,6.964,0.001,0.179,0,0,27.250,25.900,0,0.179,0.000,0,5.306,49.198,0.000,0.149,0.091
"(78, 103, '0')",0.046,37.904,35.929,4.994,0.002,0.154,0,0,41.544,28.300,3,0.302,0.000,0,3.189,36.175,0.000,0.139,0.115
"(1548, 1723, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.628,25.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(79, 1026, '0')",0.030,26.719,26.434,3.196,0.001,0.122,0,1,39.750,29.900,2,0.246,0.000,0,2.452,25.295,0.000,0.121,0.086
"(449, 1026, '0')",0.070,21.748,23.450,5.061,0.005,0.207,0,0,39.750,29.900,2,0.337,0.000,0,5.329,20.609,0.000,0.216,0.140
"(1027, 1026, '0')",0.082,24.233,23.256,5.114,0.007,0.234,0,0,39.750,29.900,2,0.351,0.000,0,5.749,21.929,0.000,0.220,0.114
"(1029, 1026, '0')",0.042,24.855,25.735,3.808,0.002,0.165,0,1,39.750,29.900,2,0.255,0.000,0,2.586,22.971,0.000,0.148,0.122
"(60, 1503, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,30.907,26.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(53, 847, '0')",0.104,29.826,32.331,4.871,0.011,0.149,0,0,67.240,34.200,8,0.696,0.000,0,4.106,28.311,0.000,0.151,0.000
"(213, 847, '0')",0.123,34.175,32.234,5.472,0.015,0.162,0,0,67.240,34.200,8,0.756,0.000,0,4.549,31.496,0.000,0.170,0.438
"(1547, 1722, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.628,25.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1546, 1721, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,30.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1545, 1720, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,15.738,46.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1544, 1719, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,48.646,45.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1543, 1718, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.205,21.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(84, 201, '0')",0.029,65.865,66.623,2.778,0.001,0.043,1,1,41.544,28.300,5,0.660,0.000,0,2.416,64.636,0.000,0.042,0.146
"(85, 8, '0')",0.016,64.001,66.707,2.168,0.000,0.036,3,0,29.375,24.700,1,0.441,0.000,0,1.817,63.225,0.000,0.032,0.268
"(1542, 1717, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.205,21.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1541, 1716, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,15.738,46.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1007, 63, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.146,0.000,0,0.000,25.000,0.000,0.000,0.146
"(658, 63, '0')",0.028,65.244,66.687,2.747,0.001,0.049,0,1,39.750,29.900,5,0.586,0.000,0,2.030,64.299,0.000,0.041,0.000
"(1007, 67, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.146,0.000,0,0.000,25.000,0.000,0.000,0.146
"(656, 67, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1007, 1008, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,51.955,27.200,0,0.492,0.000,0,0.000,25.000,0.000,0.000,0.492
"(984, 1008, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,51.955,27.200,0,0.480,0.000,0,0.000,25.000,0.000,0.000,0.480
"(1007, 1009, '0')",0.055,65.244,66.318,4.382,0.003,0.084,2,2,42.500,36.500,4,0.653,0.000,0,5.553,62.823,0.000,0.066,0.481
"(986, 1009, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,42.500,36.500,0,0.484,0.000,0,0.000,25.000,0.000,0.000,0.484
"(86, 189, '0')",0.008,60.894,60.642,2.522,0.000,0.085,2,0,29.375,24.700,2,0.096,0.000,0,2.994,60.933,0.000,0.042,0.268
"(86, 325, '0')",0.008,60.894,60.642,2.522,0.000,0.085,2,0,29.375,24.700,2,0.096,0.000,0,2.994,60.933,0.000,0.042,0.333
"(87, 228, '0')",0.013,65.244,67.781,2.233,0.000,0.038,1,0,37.414,16.600,2,0.334,0.000,0,2.117,63.833,0.000,0.033,0.138
"(63, 1007, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.146,0.000,0,0.000,25.000,0.000,0.000,0.146
"(67, 1007, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.146,0.000,0,0.000,25.000,0.000,0.000,0.146
"(1008, 1007, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,51.955,27.200,0,0.492,0.000,0,0.000,25.000,0.000,0.000,0.492
"(1009, 1007, '0')",0.028,65.244,66.687,2.747,0.001,0.049,0,1,42.500,36.500,5,0.586,0.000,0,2.030,64.299,0.000,0.041,0.481
"(63, 1548, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.628,25.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(67, 1549, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,51.955,27.200,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(91, 514, '0')",0.071,36.040,37.108,6.469,0.005,0.178,0,0,30.907,26.700,0,0.398,0.000,0,5.807,32.784,0.000,0.174,0.244
"(91, 1308, '0')",0.103,21.748,24.434,7.713,0.011,0.288,0,1,45.536,33.100,3,0.359,0.000,0,4.042,20.091,0.000,0.316,0.049
"(615, 1308, '0')",0.103,21.748,24.434,7.713,0.011,0.288,0,1,45.536,33.100,3,0.359,0.000,0,4.042,20.091,0.000,0.316,0.000
"(1409, 71, '0')",0.031,27.962,26.946,4.317,0.001,0.158,0,2,39.750,29.900,4,0.197,0.000,0,2.547,26.285,0.000,0.160,0.122
"(655, 71, '0')",0.028,65.244,66.687,2.747,0.001,0.049,0,1,39.750,29.900,5,0.586,0.000,0,2.030,64.299,0.000,0.041,0.000
"(1409, 72, '0')",0.015,26.719,26.395,4.138,0.000,0.170,0,0,39.750,29.900,2,0.086,0.000,0,2.459,24.013,0.000,0.157,0.122
"(653, 72, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1409, 1021, '0')",0.044,26.719,26.395,4.138,0.002,0.152,0,1,39.750,29.900,2,0.291,0.000,0,2.459,24.013,0.000,0.157,0.499
