stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.552,"[-2.526, -0.577]",0.974,-2.657,0.010
norefined,c,-7.484,"[-11.955, -3.013]",4.471,-2.792,0.007
norefined,s,-3.920,"[-6.533, -1.306]",2.614,-2.501,0.015
norefined,k0,0.388,"[-0.802, 1.577]",1.190,0.543,0.589
norefined,k1,0.898,"[-0.279, 2.074]",1.176,1.273,0.208
norefined,k2,0.046,"[-1.111, 1.203]",1.157,0.066,0.947
norefined,k3,-0.797,"[-1.762, 0.168]",0.965,-1.378,0.173
norefined,k4,-0.964,"[-2.217, 0.289]",1.253,-1.283,0.204
norefined,k5,-1.574,"[-3.482, 0.334]",1.908,-1.376,0.173
refined,tt,-1.229,"[-1.799, -0.659]",0.570,-3.595,0.001
refined,c,-7.233,"[-10.704, -3.763]",3.470,-3.477,0.001
refined,s,-3.671,"[-5.66, -1.683]",1.988,-3.079,0.003
refined,k0,-0.130,"[-0.813, 0.553]",0.683,-0.317,0.752
refined,k1,-0.037,"[-0.683, 0.61]",0.646,-0.095,0.925
refined,k2,0.488,"[-0.201, 1.177]",0.689,1.182,0.242
refined,k3,-0.584,"[-1.281, 0.112]",0.696,-1.399,0.166
refined,k4,0.642,"[-0.168, 1.451]",0.810,1.322,0.191
refined,k5,-0.028,"[-0.733, 0.676]",0.704,-0.067,0.946
