stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.199,"[-1.974, -0.423]",0.775,-2.578,0.012
norefined,c,-7.512,"[-12.453, -2.571]",4.941,-2.536,0.014
norefined,s,-4.000,"[-6.927, -1.073]",2.927,-2.279,0.026
norefined,k0,-0.041,"[-1.247, 1.164]",1.206,-0.057,0.954
norefined,k1,0.564,"[-0.659, 1.786]",1.223,0.769,0.444
norefined,k2,0.457,"[-0.64, 1.555]",1.098,0.695,0.489
norefined,k3,-0.369,"[-1.527, 0.789]",1.158,-0.531,0.597
norefined,k4,-1.158,"[-2.4, 0.083]",1.242,-1.556,0.124
norefined,k5,-1.446,"[-2.888, -0.004]",1.442,-1.672,0.099
refined,tt,-1.070,"[-1.678, -0.463]",0.608,-2.937,0.005
refined,c,-5.596,"[-8.746, -2.446]",3.150,-2.963,0.004
refined,s,-2.746,"[-4.627, -0.866]",1.880,-2.436,0.018
refined,k0,-1.083,"[-2.04, -0.126]",0.957,-1.887,0.064
refined,k1,0.326,"[-0.333, 0.984]",0.659,0.825,0.412
refined,k2,0.981,"[0.069, 1.892]",0.911,1.795,0.077
refined,k3,0.272,"[-0.333, 0.877]",0.605,0.750,0.456
refined,k4,-0.034,"[-0.856, 0.787]",0.822,-0.070,0.945
refined,k5,-0.369,"[-1.203, 0.465]",0.834,-0.739,0.463
