stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,95.386,2.023,0.000,76,0,9,2661085650.009,192650294.840
refined,207.971,2.023,0.000,76,0,9,2661085650.009,91963314.224
