attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.232,"[-1.771, -0.692]",0.539,-4.559,0.000,74,0.150,91963314.223,0.096,-1.000,-0.232,0,0,fn
c,-7.131,"[-9.854, -4.407]",2.723,-5.226,0.000,74,0.150,91963314.223,0.096,-6.000,-1.131,0,0,fn
s,-3.483,"[-4.958, -2.009]",1.474,-4.716,0.000,74,0.150,91963314.223,0.096,-3.000,-0.483,0,0,fn
k0,0.219,"[-0.621, 1.058]",0.840,0.520,0.605,74,0.150,91963314.223,0.096,0.000,0.219,0,0,fp
k1,0.186,"[-0.525, 0.896]",0.710,0.522,0.604,74,0.150,91963314.223,0.096,0.000,0.186,0,0,fp
k2,0.506,"[-0.105, 1.116]",0.611,1.653,0.103,74,0.150,91963314.223,0.096,0.000,0.506,0,0,fp
k3,-0.600,"[-1.302, 0.102]",0.702,-1.705,0.093,74,0.150,91963314.223,0.096,0.000,-0.600,0,1,fp
k4,0.273,"[-0.308, 0.855]",0.582,0.938,0.352,74,0.150,91963314.223,0.096,0.000,0.273,0,0,fp
k5,-0.598,"[-1.484, 0.287]",0.885,-1.349,0.182,74,0.150,91963314.223,0.096,0.000,-0.598,0,0,fp
vot,0.173,,,,,74,0.150,91963314.223,0.096,0.167,0.006,0,0,fn
tt,-1.743,"[-2.753, -0.732]",1.010,-3.443,0.001,74,0.200,97094005.751,0.099,-1.000,-0.743,0,0,fn
c,-9.333,"[-14.425, -4.241]",5.092,-3.658,0.001,74,0.200,97094005.751,0.099,-6.000,-3.333,0,0,fn
s,-4.915,"[-7.678, -2.152]",2.763,-3.550,0.001,74,0.200,97094005.751,0.099,-3.000,-1.915,0,0,fn
k0,0.327,"[-0.806, 1.459]",1.132,0.576,0.567,74,0.200,97094005.751,0.099,0.000,0.327,0,0,fp
k1,-0.048,"[-0.88, 0.783]",0.832,-0.116,0.908,74,0.200,97094005.751,0.099,0.000,-0.048,0,0,fp
k2,0.326,"[-0.45, 1.102]",0.776,0.839,0.405,74,0.200,97094005.751,0.099,0.000,0.326,0,0,fp
k3,-0.430,"[-1.416, 0.556]",0.986,-0.871,0.387,74,0.200,97094005.751,0.099,0.000,-0.430,0,0,fp
k4,0.479,"[-0.505, 1.462]",0.983,0.971,0.335,74,0.200,97094005.751,0.099,0.000,0.479,0,0,fp
k5,0.258,"[-0.758, 1.273]",1.016,0.506,0.614,74,0.200,97094005.751,0.099,0.000,0.258,0,0,fp
vot,0.187,,,,,74,0.200,97094005.751,0.099,0.167,0.020,0,0,fn
tt,-1.273,"[-1.886, -0.66]",0.613,-4.144,0.000,74,0.250,107819792.017,0.106,-1.000,-0.273,0,0,fn
c,-7.800,"[-11.303, -4.297]",3.503,-4.444,0.000,74,0.250,107819792.017,0.106,-6.000,-1.800,0,0,fn
s,-4.172,"[-6.287, -2.057]",2.115,-3.937,0.000,74,0.250,107819792.017,0.106,-3.000,-1.172,0,0,fn
k0,0.431,"[-0.544, 1.406]",0.975,0.882,0.381,74,0.250,107819792.017,0.106,0.000,0.431,0,0,fp
k1,-0.389,"[-1.254, 0.476]",0.865,-0.898,0.372,74,0.250,107819792.017,0.106,0.000,-0.389,0,0,fp
k2,0.177,"[-0.441, 0.795]",0.618,0.572,0.569,74,0.250,107819792.017,0.106,0.000,0.177,0,0,fp
k3,0.031,"[-0.601, 0.664]",0.633,0.099,0.921,74,0.250,107819792.017,0.106,0.000,0.031,0,0,fp
k4,0.169,"[-0.573, 0.911]",0.742,0.454,0.651,74,0.250,107819792.017,0.106,0.000,0.169,0,0,fp
k5,0.598,"[-0.15, 1.347]",0.748,1.596,0.115,74,0.250,107819792.017,0.106,0.000,0.598,0,0,fp
vot,0.163,,,,,74,0.250,107819792.017,0.106,0.167,-0.003,0,0,fn
