stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,108.772,2.023,0.000,0,9,3805093826.506,243742688.753,76
refined,128.910,2.023,0.000,0,9,3805093826.506,207744000.063,76
