stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,137.231,2.023,0.000,0,9,3172237314.591,163230650.053,76
refined,180.796,2.023,0.000,0,9,3172237314.591,125453940.207,76
