stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,158.695,2.023,0.000,0,9,3016068294.087,135145337.125,76
refined,289.559,2.023,0.000,0,9,3016068294.087,75598337.883,76
