stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.107,-4.633,-2.123,0.710,1.874,-1.461,0.947,1.937,0.412,1876168724.454,1584,0,0,0.239
norefined,2,-0.726,-4.723,-2.290,0.691,1.786,-1.514,0.831,1.788,0.262,1260826234.036,1584,0,0,0.154
norefined,3,-0.515,-4.762,-2.541,0.689,1.690,-1.488,0.662,1.519,0.089,1273103337.185,1584,0,0,0.108
norefined,4,-1.006,-4.745,-2.511,0.682,1.663,-1.465,0.643,1.458,0.037,1161915320.174,1584,0,0,0.212
norefined,5,-0.574,-4.796,-2.660,0.654,1.589,-1.492,0.573,1.333,-0.068,1125702691.903,1584,0,0,0.120
norefined,6,-1.065,-4.775,-2.606,0.650,1.568,-1.468,0.576,1.283,-0.106,1106496773.917,1584,0,0,0.223
norefined,7,-0.607,-4.827,-2.733,0.624,1.503,-1.496,0.533,1.191,-0.181,1062226175.389,1584,0,0,0.126
norefined,8,-1.099,-4.804,-2.665,0.622,1.490,-1.469,0.547,1.149,-0.205,1079058768.066,1584,0,0,0.229
norefined,9,-0.628,-4.856,-2.782,0.598,1.434,-1.493,0.520,1.083,-0.256,1030556761.945,1584,0,0,0.129
norefined,10,-1.119,-4.832,-2.707,0.598,1.426,-1.463,0.539,1.046,-0.271,1063888903.298,1584,0,0,0.232
refined,11,-0.628,-4.856,-2.782,0.598,1.434,-1.493,0.520,1.083,-0.256,1030556761.945,1584,0,0,0.129
refined,12,-0.019,0.566,0.417,0.351,-0.867,0.809,0.293,-1.055,0.083,5235880868.487,1584,0,0,-0.033
refined,13,-0.111,-1.184,-0.648,0.158,0.821,-1.162,0.164,0.789,-0.112,1558154285.075,1584,0,0,0.094
refined,14,-0.147,-0.836,-0.473,0.341,-0.006,0.056,0.507,-0.093,0.017,620691605.787,1584,0,0,0.175
refined,15,-0.157,-0.995,-0.548,0.345,0.187,-0.227,0.423,0.109,0.024,470069303.381,1584,0,0,0.158
refined,16,-0.162,-1.032,-0.564,0.368,0.183,-0.228,0.401,0.126,0.022,468639606.659,1584,0,0,0.157
refined,17,-0.163,-1.033,-0.567,0.369,0.182,-0.231,0.400,0.128,0.021,468618132.747,1584,0,0,0.158
refined,18,-0.163,-1.033,-0.567,0.370,0.182,-0.232,0.399,0.128,0.021,468617652.097,1584,0,0,0.158
refined,19,-0.163,-1.033,-0.567,0.370,0.182,-0.232,0.399,0.128,0.021,468617639.865,1584,0,0,0.158
refined,20,-0.163,-1.033,-0.567,0.370,0.182,-0.232,0.399,0.128,0.021,468617639.547,1584,0,0,0.158
