stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,35.434,2.023,0.000,76,0,9,3952366405.592,686198137.977
refined,72.673,2.023,0.000,76,0,9,3952366405.592,367249809.921
