stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.395,-6.201,-2.431,-1.819,1.658,0.022,-1.242,1.500,1.169,5051835938.658,-0.064
norefined,2,-0.094,-6.235,-2.437,-1.824,1.624,-0.009,-1.287,1.468,1.097,2278975169.235,0.015
norefined,3,-0.586,-6.241,-2.438,-1.805,1.588,-0.039,-1.319,1.459,1.035,1063648430.457,0.094
norefined,4,-0.933,-6.199,-2.678,-1.632,1.435,-0.062,-1.255,1.476,0.926,863735655.586,0.151
norefined,5,-0.678,-6.175,-3.019,-1.475,1.274,-0.090,-1.182,1.460,0.819,654292994.972,0.110
norefined,6,-1.144,-6.156,-3.080,-1.361,1.201,-0.082,-1.119,1.443,0.744,682638374.426,0.186
norefined,7,-0.712,-6.179,-3.284,-1.280,1.098,-0.083,-1.071,1.433,0.703,572554107.202,0.115
norefined,8,-1.203,-6.177,-3.225,-1.232,1.078,-0.068,-1.035,1.408,0.666,627404787.228,0.195
norefined,9,-0.749,-6.211,-3.391,-1.167,0.988,-0.061,-0.992,1.398,0.641,532759672.430,0.121
norefined,10,-1.237,-6.214,-3.306,-1.132,0.980,-0.046,-0.962,1.367,0.610,590849579.233,0.199
refined,11,-0.749,-6.211,-3.391,-1.167,0.988,-0.061,-0.992,1.398,0.641,532759672.430,0.121
refined,12,-0.426,-1.462,-0.751,0.712,-1.101,-0.000,0.849,-0.553,-0.867,779265883.692,0.291
refined,13,-0.218,-1.427,-1.032,-0.142,0.186,-0.109,-0.245,0.413,0.433,523492506.007,0.152
refined,14,-0.270,-1.365,-0.957,0.088,-0.166,-0.095,0.129,0.127,0.064,314887045.327,0.198
refined,15,-0.308,-1.621,-1.065,0.113,-0.196,-0.075,0.144,0.136,0.039,305271429.673,0.190
refined,16,-0.339,-1.821,-1.165,0.095,-0.208,-0.055,0.141,0.154,0.023,301170584.459,0.186
refined,17,-0.371,-2.030,-1.270,0.075,-0.214,-0.037,0.138,0.173,0.010,297785564.951,0.183
refined,18,-0.412,-2.290,-1.398,0.053,-0.217,-0.021,0.134,0.196,-0.003,293875665.589,0.180
refined,19,-0.469,-2.658,-1.576,0.029,-0.213,-0.006,0.127,0.226,-0.016,288261016.497,0.176
refined,20,-0.556,-3.220,-1.841,0.008,-0.192,-0.001,0.114,0.264,-0.026,279670942.926,0.173
