stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.003,"[-1.984, -0.022]",0.981,-2.040,0.045
norefined,c,-6.391,"[-12.534, -0.248]",6.143,-2.077,0.042
norefined,s,-4.677,"[-9.238, -0.115]",4.561,-2.047,0.045
norefined,k0,0.276,"[-1.236, 1.788]",1.512,0.364,0.717
norefined,k1,0.444,"[-0.747, 1.635]",1.191,0.744,0.460
norefined,k2,0.317,"[-0.58, 1.213]",0.897,0.705,0.483
norefined,k3,-0.172,"[-1.322, 0.979]",1.150,-0.298,0.767
norefined,k4,1.393,"[-0.604, 3.39]",1.997,1.392,0.168
norefined,k5,-0.422,"[-1.59, 0.747]",1.169,-0.720,0.474
refined,tt,-0.391,"[-0.547, -0.236]",0.156,-5.023,0.000
refined,c,-2.517,"[-3.478, -1.556]",0.961,-5.228,0.000
refined,s,-1.233,"[-1.78, -0.685]",0.547,-4.495,0.000
refined,k0,-0.204,"[-0.61, 0.201]",0.406,-1.006,0.318
refined,k1,0.193,"[-0.199, 0.585]",0.392,0.982,0.330
refined,k2,-0.032,"[-0.354, 0.289]",0.321,-0.201,0.841
refined,k3,-0.049,"[-0.511, 0.413]",0.462,-0.210,0.834
refined,k4,0.175,"[-0.235, 0.585]",0.410,0.853,0.397
refined,k5,-0.027,"[-0.35, 0.296]",0.323,-0.167,0.868
