stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.080,"[-2.517, 0.358]",1.437,-1.253,0.215
norefined,c,-7.704,"[-18.03, 2.622]",10.326,-1.244,0.218
norefined,s,-4.002,"[-9.788, 1.784]",5.786,-1.154,0.253
norefined,k0,0.517,"[-1.869, 2.903]",2.386,0.361,0.719
norefined,k1,0.529,"[-1.68, 2.737]",2.208,0.399,0.691
norefined,k2,-0.169,"[-2.15, 1.813]",1.981,-0.142,0.888
norefined,k3,-0.429,"[-2.666, 1.808]",2.237,-0.320,0.750
norefined,k4,-1.059,"[-3.456, 1.339]",2.397,-0.737,0.464
norefined,k5,-1.381,"[-3.936, 1.173]",2.555,-0.902,0.370
refined,tt,-7.795,"[-24.915, 9.325]",17.120,-0.759,0.450
refined,c,-42.492,"[-134.406, 49.422]",91.914,-0.771,0.443
refined,s,-25.336,"[-82.119, 31.447]",56.783,-0.744,0.459
refined,k0,-2.152,"[-9.103, 4.798]",6.950,-0.517,0.607
refined,k1,-5.065,"[-17.462, 7.332]",12.397,-0.681,0.498
refined,k2,-6.883,"[-22.823, 9.057]",15.940,-0.720,0.474
refined,k3,4.083,"[-4.982, 13.148]",9.065,0.751,0.455
refined,k4,4.523,"[-9.968, 19.013]",14.490,0.521,0.604
refined,k5,10.272,"[-10.903, 31.446]",21.174,0.809,0.421
