stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.299,-7.235,-4.376,0.769,1.035,0.656,-0.871,-1.253,-1.513,5923970801.969,1584,0,0,-0.041
norefined,2,-0.184,-7.286,-4.323,0.716,0.991,0.576,-0.859,-1.242,-1.523,4587278928.191,1584,0,0,0.025
norefined,3,-0.678,-7.285,-4.299,0.684,0.973,0.516,-0.857,-1.229,-1.535,2569981189.741,1584,0,0,0.093
norefined,4,-1.160,-7.286,-4.250,0.638,0.931,0.414,-0.857,-1.203,-1.555,1904407051.094,1584,0,0,0.159
norefined,5,-1.586,-7.328,-4.135,0.556,0.845,0.223,-0.839,-1.160,-1.538,1789108017.849,1584,0,0,0.216
norefined,6,-1.139,-7.475,-4.123,0.547,0.770,0.168,-0.707,-1.156,-1.494,1803233042.231,1584,0,0,0.152
norefined,7,-1.575,-7.506,-4.017,0.492,0.698,-0.019,-0.673,-1.100,-1.470,1752909291.241,1584,0,0,0.210
norefined,8,-1.103,-7.605,-4.050,0.516,0.642,-0.014,-0.564,-1.107,-1.437,1757321191.403,1584,0,0,0.145
norefined,9,-1.555,-7.620,-3.959,0.485,0.585,-0.181,-0.526,-1.051,-1.412,1728000615.936,1584,0,0,0.204
norefined,10,-1.080,-7.704,-4.002,0.517,0.529,-0.169,-0.429,-1.059,-1.381,1725737572.845,1584,0,0,0.140
refined,11,-1.080,-7.704,-4.002,0.517,0.529,-0.169,-0.429,-1.059,-1.381,1725737572.845,1584,0,0,0.140
refined,12,-2.541,-16.610,-9.486,2.734,-2.437,-1.366,-1.174,-0.171,1.144,1531498117.701,1584,0,0,0.153
refined,13,-2.382,-13.372,-8.360,2.509,-1.410,-2.447,0.357,0.125,1.779,1503377065.966,1584,0,0,0.178
refined,14,-1.642,-10.159,-4.961,-0.131,-1.027,-0.770,-0.562,0.840,1.728,1589854574.364,1584,0,0,0.162
refined,15,-1.325,-7.024,-4.343,0.529,-0.507,-1.710,1.268,0.013,1.299,1474939555.922,1584,0,0,0.189
refined,16,-2.304,-12.432,-7.243,0.117,-1.323,-2.111,1.258,0.918,2.837,1425470159.752,1584,0,0,0.185
refined,17,-4.546,-24.667,-14.597,-0.840,-2.750,-4.028,2.351,2.341,5.950,1392165650.522,1584,0,0,0.184
refined,18,-7.795,-42.492,-25.336,-2.152,-5.065,-6.883,4.083,4.523,10.272,1378604463.696,1584,0,0,0.183
refined,19,-10.827,-56.706,-33.949,-2.029,-6.471,-8.644,5.817,6.793,13.997,1384484603.015,1584,0,0,0.191
refined,20,-36.240,-190.032,-120.127,-6.306,-25.647,-34.635,20.809,29.709,43.464,1436870223.015,1584,0,0,0.191
