stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,40.637,1.727,0.000,0,9,3067567280.086,474953795.967,76
refined,51.240,1.727,0.000,0,9,3067567280.086,389139193.731,76
