stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.432,"[-0.831, -0.034]",0.398,-1.811,0.075
norefined,c,-5.077,"[-8.507, -1.647]",3.430,-2.469,0.016
norefined,s,-2.387,"[-3.983, -0.792]",1.595,-2.496,0.015
norefined,k0,0.816,"[-0.519, 2.151]",1.335,1.019,0.312
norefined,k1,-0.903,"[-1.991, 0.185]",1.088,-1.385,0.171
norefined,k2,-1.142,"[-2.625, 0.341]",1.483,-1.284,0.203
norefined,k3,0.805,"[-0.563, 2.173]",1.368,0.981,0.330
norefined,k4,-0.780,"[-1.879, 0.318]",1.098,-1.185,0.240
norefined,k5,-0.564,"[-1.271, 0.143]",0.707,-1.330,0.188
refined,tt,-0.738,"[-1.106, -0.371]",0.367,-3.353,0.001
refined,c,-4.638,"[-6.655, -2.621]",2.017,-3.836,0.000
refined,s,-1.986,"[-2.874, -1.099]",0.887,-3.733,0.000
refined,k0,0.023,"[-0.811, 0.858]",0.835,0.047,0.963
refined,k1,0.085,"[-0.417, 0.586]",0.502,0.281,0.779
refined,k2,0.056,"[-0.684, 0.796]",0.740,0.126,0.900
refined,k3,-0.029,"[-1.063, 1.004]",1.034,-0.047,0.962
refined,k4,-0.561,"[-1.247, 0.124]",0.686,-1.365,0.177
refined,k5,0.070,"[-0.44, 0.579]",0.509,0.228,0.821
