stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,145.590,2.023,0.000,0,9,2920249301.446,142056967.262,76
refined,245.383,2.023,0.000,0,9,2920249301.446,85985894.956,76
