stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.257,-6.993,-1.310,0.981,1.349,0.137,-1.038,0.945,-0.308,2002221767.829,0.037
norefined,2,-0.655,-6.986,-1.453,0.865,1.214,0.041,-1.163,0.825,-0.318,1183878956.107,0.094
norefined,3,-1.050,-6.955,-1.586,0.737,1.083,-0.036,-1.277,0.676,-0.297,771238892.943,0.151
norefined,4,-1.077,-6.939,-1.881,0.556,0.896,-0.124,-1.367,0.401,-0.243,561258046.065,0.155
norefined,5,-0.995,-6.901,-2.239,0.436,0.724,-0.176,-1.385,0.173,-0.121,447817857.329,0.144
norefined,6,-1.235,-6.791,-2.565,0.400,0.574,-0.193,-1.375,0.052,0.067,411208850.925,0.182
norefined,7,-0.781,-6.812,-2.742,0.431,0.530,-0.178,-1.317,-0.013,0.108,449110157.155,0.115
norefined,8,-1.270,-6.754,-2.740,0.396,0.486,-0.203,-1.341,-0.043,0.163,395247778.950,0.188
norefined,9,-0.801,-6.786,-2.880,0.433,0.450,-0.185,-1.284,-0.099,0.184,426336748.519,0.118
norefined,10,-1.291,-6.731,-2.864,0.403,0.413,-0.210,-1.307,-0.122,0.231,385364650.042,0.192
refined,11,-1.291,-6.731,-2.864,0.403,0.413,-0.210,-1.307,-0.122,0.231,385364650.042,0.192
refined,12,-0.619,-3.871,-1.954,0.400,-0.603,-0.761,-0.249,-0.462,0.503,341880478.836,0.160
refined,13,-0.898,-5.309,-2.589,0.494,-0.432,-0.940,-0.541,-0.541,0.462,316689020.623,0.169
refined,14,-0.848,-5.037,-2.434,0.393,-0.361,-0.827,-0.523,-0.493,0.407,316054970.732,0.168
refined,15,-0.858,-5.084,-2.461,0.399,-0.349,-0.833,-0.527,-0.491,0.410,316044265.623,0.169
refined,16,-0.854,-5.065,-2.450,0.395,-0.351,-0.829,-0.525,-0.488,0.408,316043535.803,0.169
refined,17,-0.855,-5.071,-2.453,0.396,-0.350,-0.830,-0.525,-0.489,0.408,316043458.539,0.169
refined,18,-0.855,-5.069,-2.452,0.395,-0.351,-0.830,-0.525,-0.489,0.408,316043450.187,0.169
refined,19,-0.855,-5.069,-2.453,0.396,-0.350,-0.830,-0.525,-0.489,0.408,316043449.263,0.169
refined,20,-0.855,-5.069,-2.452,0.395,-0.350,-0.830,-0.525,-0.489,0.408,316043449.161,0.169
