stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.291,"[-2.246, -0.336]",0.955,-2.698,0.009
norefined,c,-6.731,"[-12.18, -1.282]",5.449,-2.466,0.016
norefined,s,-2.864,"[-5.1, -0.628]",2.236,-2.557,0.013
norefined,k0,0.403,"[-0.949, 1.754]",1.351,0.595,0.554
norefined,k1,0.413,"[-1.145, 1.971]",1.558,0.529,0.598
norefined,k2,-0.210,"[-2.078, 1.658]",1.868,-0.225,0.823
norefined,k3,-1.307,"[-3.124, 0.51]",1.817,-1.436,0.156
norefined,k4,-0.122,"[-1.151, 0.908]",1.029,-0.236,0.814
norefined,k5,0.231,"[-0.971, 1.433]",1.202,0.384,0.702
refined,tt,-0.855,"[-1.411, -0.298]",0.556,-3.066,0.003
refined,c,-5.069,"[-8.43, -1.708]",3.361,-3.010,0.004
refined,s,-2.452,"[-4.06, -0.845]",1.607,-3.045,0.003
refined,k0,0.395,"[-0.637, 1.428]",1.032,0.765,0.447
refined,k1,-0.350,"[-1.454, 0.753]",1.103,-0.634,0.528
refined,k2,-0.830,"[-2.283, 0.623]",1.453,-1.141,0.258
refined,k3,-0.525,"[-1.662, 0.612]",1.137,-0.922,0.360
refined,k4,-0.489,"[-1.327, 0.35]",0.838,-1.163,0.249
refined,k5,0.408,"[-0.631, 1.447]",1.039,0.783,0.436
