stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,28.168,1.727,0.000,76,0,9,3297746412.043,689371178.417
refined,35.126,1.727,0.000,76,0,9,3297746412.043,576683854.568
