stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,161.649,2.023,0.000,76,0,9,3079949373.675,135596639.471
refined,212.295,2.023,0.000,76,0,9,3079949373.675,104344134.226
