stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,169.224,2.023,0.000,76,0,9,3151517516.597,132798723.642
refined,254.013,2.023,0.000,76,0,9,3151517516.597,89732804.094
