stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.023,"[-2.016, -0.029]",0.993,-1.727,0.091
norefined,c,-6.156,"[-11.537, -0.775]",5.381,-1.919,0.061
norefined,s,-4.154,"[-7.781, -0.527]",3.627,-1.921,0.061
norefined,k0,-0.151,"[-1.371, 1.07]",1.221,-0.207,0.837
norefined,k1,1.674,"[-0.564, 3.912]",2.238,1.255,0.216
norefined,k2,-1.856,"[-4.177, 0.465]",2.321,-1.341,0.186
norefined,k3,-1.680,"[-3.362, 0.002]",1.682,-1.675,0.100
norefined,k4,0.377,"[-1.225, 1.979]",1.602,0.395,0.695
norefined,k5,-0.170,"[-2.084, 1.745]",1.914,-0.149,0.883
refined,tt,-1.216,"[-1.788, -0.643]",0.572,-3.562,0.001
refined,c,-7.004,"[-10.273, -3.735]",3.269,-3.594,0.001
refined,s,-3.844,"[-5.573, -2.116]",1.728,-3.730,0.001
refined,k0,-0.041,"[-0.587, 0.505]",0.546,-0.126,0.900
refined,k1,0.698,"[-0.208, 1.603]",0.906,1.292,0.203
refined,k2,-0.506,"[-1.254, 0.243]",0.748,-1.133,0.263
refined,k3,-0.152,"[-0.757, 0.452]",0.604,-0.423,0.674
refined,k4,-0.977,"[-1.774, -0.181]",0.797,-2.058,0.045
refined,k5,0.354,"[-0.444, 1.151]",0.797,0.744,0.461
