stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,99.884,2.023,0.000,76,0,9,2786715007.035,193289978.321
refined,143.437,2.023,0.000,76,0,9,2786715007.035,137495679.568
