stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.653,-6.583,-2.162,0.098,-0.109,-0.185,1.433,-0.348,1.749,1506663750.159,0.403
norefined,2,-2.373,-6.641,-2.399,-0.037,-0.080,-0.287,1.257,-0.558,1.662,1231695022.276,0.357
norefined,3,-1.974,-6.699,-2.606,-0.107,-0.050,-0.346,1.175,-0.722,1.630,833059459.564,0.295
norefined,4,-1.556,-6.752,-2.787,-0.188,-0.087,-0.413,1.090,-0.849,1.559,419191286.275,0.231
norefined,5,-1.101,-6.812,-2.925,-0.250,-0.103,-0.474,1.051,-0.885,1.466,274715610.998,0.162
norefined,6,-0.878,-6.818,-3.143,-0.343,-0.031,-0.581,0.934,-0.814,1.136,242114989.186,0.129
norefined,7,-1.299,-6.840,-3.052,-0.417,0.070,-0.490,0.854,-0.683,1.008,238724950.387,0.190
norefined,8,-0.859,-6.873,-3.194,-0.464,0.071,-0.523,0.819,-0.605,0.853,211913506.664,0.125
norefined,9,-1.314,-6.867,-3.111,-0.493,0.172,-0.443,0.755,-0.510,0.779,213139688.428,0.191
norefined,10,-0.861,-6.896,-3.248,-0.537,0.168,-0.466,0.728,-0.440,0.649,193289978.321,0.125
refined,11,-0.861,-6.896,-3.248,-0.537,0.168,-0.466,0.728,-0.440,0.649,193289978.321,0.125
refined,12,-0.919,-5.285,-2.643,-0.012,0.181,-0.120,-0.145,0.211,-0.138,149611037.658,0.174
refined,13,-0.910,-5.792,-2.778,0.021,0.188,-0.168,0.023,0.020,-0.051,137819380.999,0.157
refined,14,-0.955,-6.082,-2.928,0.031,0.220,-0.177,0.034,0.029,-0.039,137520066.760,0.157
refined,15,-0.967,-6.160,-2.967,0.039,0.230,-0.176,0.041,0.033,-0.040,137497593.669,0.157
refined,16,-0.970,-6.183,-2.979,0.041,0.232,-0.175,0.043,0.034,-0.039,137495827.294,0.157
refined,17,-0.971,-6.189,-2.982,0.042,0.233,-0.175,0.043,0.035,-0.039,137495690.885,0.157
refined,18,-0.972,-6.191,-2.983,0.042,0.233,-0.175,0.043,0.035,-0.039,137495680.429,0.157
refined,19,-0.972,-6.192,-2.983,0.042,0.233,-0.175,0.043,0.035,-0.039,137495679.629,0.157
refined,20,-0.972,-6.192,-2.983,0.042,0.233,-0.175,0.043,0.035,-0.039,137495679.567,0.157
