stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,25.595,1.727,0.000,0,9,2888273084.996,650782126.373,76
refined,37.504,1.727,0.000,0,9,2888273084.996,478363854.822,76
