stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.837,-6.374,-2.347,-1.673,0.760,0.218,-0.061,0.503,1.698,997316456.754,0.288
norefined,2,-1.403,-6.467,-2.496,-1.649,0.673,0.176,-0.066,0.401,1.593,574576583.575,0.217
norefined,3,-0.957,-6.548,-2.623,-1.599,0.594,0.182,-0.022,0.323,1.486,307720860.886,0.146
norefined,4,-0.692,-6.638,-2.770,-1.506,0.396,0.268,0.029,0.168,1.224,254505090.431,0.104
norefined,5,-1.157,-6.635,-2.778,-1.472,0.309,0.292,0.017,0.120,1.077,230860405.608,0.174
norefined,6,-0.734,-6.690,-2.922,-1.376,0.236,0.353,0.084,0.016,0.958,201013001.420,0.110
norefined,7,-1.215,-6.670,-2.909,-1.336,0.185,0.371,0.087,-0.002,0.842,192315910.035,0.182
norefined,8,-0.760,-6.721,-3.040,-1.253,0.152,0.399,0.134,-0.087,0.771,177386430.127,0.113
norefined,9,-1.246,-6.693,-3.010,-1.219,0.122,0.411,0.142,-0.086,0.673,172139072.199,0.186
norefined,10,-0.777,-6.744,-3.130,-1.149,0.112,0.416,0.172,-0.159,0.632,164830899.840,0.115
refined,11,-0.777,-6.744,-3.130,-1.149,0.112,0.416,0.172,-0.159,0.632,164830899.840,0.115
refined,12,-0.964,-6.016,-3.081,0.217,0.322,-0.030,0.007,-0.120,-0.356,93439403.494,0.160
refined,13,-0.991,-5.938,-3.087,0.256,0.219,-0.068,0.084,-0.163,-0.217,91967702.864,0.167
refined,14,-1.008,-6.032,-3.108,0.308,0.209,-0.078,0.091,-0.187,-0.213,91909805.706,0.167
refined,15,-1.007,-6.016,-3.101,0.313,0.201,-0.081,0.095,-0.192,-0.206,91905937.612,0.167
refined,16,-1.008,-6.022,-3.102,0.317,0.200,-0.083,0.096,-0.193,-0.205,91905629.052,0.167
refined,17,-1.007,-6.021,-3.101,0.318,0.199,-0.084,0.096,-0.193,-0.205,91905600.394,0.167
refined,18,-1.007,-6.021,-3.101,0.318,0.199,-0.084,0.096,-0.193,-0.205,91905597.533,0.167
refined,19,-1.007,-6.021,-3.101,0.318,0.199,-0.084,0.096,-0.193,-0.205,91905597.237,0.167
refined,20,-1.007,-6.021,-3.101,0.318,0.199,-0.084,0.096,-0.193,-0.205,91905597.206,0.167
