stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.778,"[-1.201, -0.355]",0.423,-3.670,0.000
norefined,c,-6.723,"[-10.347, -3.1]",3.623,-3.704,0.000
norefined,s,-3.189,"[-4.824, -1.554]",1.635,-3.894,0.000
norefined,k0,-1.153,"[-2.36, 0.053]",1.206,-1.908,0.061
norefined,k1,0.055,"[-0.704, 0.814]",0.759,0.144,0.886
norefined,k2,0.506,"[-0.462, 1.475]",0.968,1.044,0.300
norefined,k3,0.076,"[-0.746, 0.897]",0.821,0.184,0.855
norefined,k4,-0.137,"[-0.948, 0.673]",0.810,-0.338,0.736
norefined,k5,0.825,"[-0.032, 1.682]",0.857,1.922,0.059
refined,tt,-1.279,"[-1.839, -0.719]",0.560,-4.555,0.000
refined,c,-7.523,"[-10.754, -4.292]",3.231,-4.647,0.000
refined,s,-4.067,"[-5.732, -2.403]",1.664,-4.878,0.000
refined,k0,-0.125,"[-1.019, 0.77]",0.895,-0.278,0.782
refined,k1,0.270,"[-0.415, 0.955]",0.685,0.786,0.434
refined,k2,0.207,"[-0.503, 0.918]",0.711,0.582,0.562
refined,k3,-0.095,"[-0.838, 0.648]",0.743,-0.255,0.799
refined,k4,-0.146,"[-0.841, 0.549]",0.695,-0.420,0.676
refined,k5,-0.088,"[-0.616, 0.44]",0.528,-0.333,0.740
