stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.993,"[-1.528, -0.458]",0.535,-3.707,0.000
norefined,c,-6.526,"[-10.008, -3.043]",3.483,-3.740,0.000
norefined,s,-3.467,"[-5.251, -1.683]",1.784,-3.879,0.000
norefined,k0,-1.161,"[-2.386, 0.064]",1.225,-1.891,0.063
norefined,k1,-0.019,"[-0.822, 0.784]",0.803,-0.048,0.962
norefined,k2,0.623,"[-0.376, 1.623]",0.999,1.245,0.217
norefined,k3,0.060,"[-0.847, 0.967]",0.907,0.132,0.896
norefined,k4,-0.360,"[-1.194, 0.475]",0.834,-0.860,0.393
norefined,k5,0.578,"[-0.165, 1.32]",0.742,1.553,0.125
refined,tt,-1.103,"[-1.492, -0.714]",0.389,-5.666,0.000
refined,c,-5.153,"[-6.995, -3.311]",1.842,-5.583,0.000
refined,s,-3.309,"[-4.401, -2.217]",1.092,-6.049,0.000
refined,k0,-0.942,"[-1.821, -0.064]",0.879,-2.141,0.036
refined,k1,0.173,"[-0.433, 0.779]",0.606,0.570,0.571
refined,k2,0.558,"[-0.043, 1.159]",0.601,1.853,0.068
refined,k3,0.147,"[-0.482, 0.776]",0.629,0.466,0.643
refined,k4,-0.644,"[-1.269, -0.019]",0.625,-2.056,0.044
refined,k5,0.087,"[-0.375, 0.549]",0.462,0.376,0.708
