stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.837,-6.374,-2.347,-1.673,0.760,0.218,-0.061,0.503,1.698,979497083.988,0.288
norefined,2,-1.398,-6.472,-2.491,-1.662,0.680,0.181,-0.068,0.397,1.607,515521990.867,0.216
norefined,3,-0.950,-6.553,-2.626,-1.617,0.605,0.201,-0.035,0.320,1.510,255494954.784,0.145
norefined,4,-0.707,-6.632,-2.808,-1.502,0.382,0.304,-0.011,0.161,1.281,207089891.941,0.107
norefined,5,-1.172,-6.626,-2.818,-1.461,0.279,0.340,-0.032,0.109,1.153,194619811.408,0.177
norefined,6,-0.736,-6.675,-2.972,-1.365,0.212,0.404,0.018,0.022,1.080,167313912.908,0.110
norefined,7,-1.219,-6.653,-2.956,-1.326,0.150,0.429,0.013,0.001,0.983,162915632.403,0.183
norefined,8,-0.760,-6.702,-3.095,-1.248,0.113,0.469,0.050,-0.072,0.937,148411794.510,0.113
norefined,9,-1.248,-6.674,-3.063,-1.216,0.072,0.486,0.051,-0.076,0.856,145913031.487,0.187
norefined,10,-0.778,-6.723,-3.189,-1.153,0.055,0.506,0.076,-0.137,0.825,138086176.025,0.116
refined,11,-0.778,-6.723,-3.189,-1.153,0.055,0.506,0.076,-0.137,0.825,138086176.025,0.116
refined,12,-0.855,-4.611,-2.527,0.086,-0.121,0.323,0.115,-0.433,0.119,102747757.133,0.185
refined,13,-1.084,-6.380,-3.449,-0.078,0.022,0.289,0.045,-0.291,0.066,76633206.999,0.170
refined,14,-1.238,-7.370,-3.982,-0.144,0.180,0.217,-0.026,-0.153,-0.047,74759078.998,0.168
refined,15,-1.259,-7.399,-4.005,-0.140,0.261,0.229,-0.091,-0.170,-0.067,74640670.747,0.170
refined,16,-1.279,-7.532,-4.073,-0.124,0.262,0.204,-0.086,-0.142,-0.085,74629949.550,0.170
refined,17,-1.275,-7.492,-4.052,-0.131,0.273,0.215,-0.101,-0.155,-0.085,74628085.477,0.170
refined,18,-1.280,-7.529,-4.070,-0.124,0.268,0.206,-0.093,-0.144,-0.088,74627298.742,0.170
refined,19,-1.277,-7.508,-4.060,-0.128,0.272,0.212,-0.100,-0.151,-0.087,74626964.635,0.170
refined,20,-1.279,-7.523,-4.067,-0.125,0.270,0.207,-0.095,-0.146,-0.088,74626792.730,0.170
