stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.113,"[-2.006, -0.22]",0.893,-2.488,0.015
norefined,c,-7.228,"[-13.499, -0.957]",6.271,-2.301,0.025
norefined,s,-2.232,"[-3.892, -0.572]",1.660,-2.683,0.009
norefined,k0,-1.324,"[-2.975, 0.328]",1.652,-1.600,0.114
norefined,k1,-1.423,"[-3.008, 0.162]",1.585,-1.792,0.078
norefined,k2,-0.985,"[-2.623, 0.653]",1.638,-1.201,0.234
norefined,k3,0.854,"[-0.364, 2.072]",1.218,1.400,0.166
norefined,k4,0.481,"[-0.529, 1.491]",1.010,0.951,0.345
norefined,k5,1.909,"[-0.664, 4.482]",2.573,1.481,0.143
refined,tt,-0.922,"[-1.166, -0.679]",0.243,-7.566,0.000
refined,c,-5.064,"[-6.357, -3.772]",1.293,-7.821,0.000
refined,s,-3.100,"[-3.93, -2.271]",0.829,-7.462,0.000
refined,k0,0.172,"[-0.229, 0.572]",0.401,0.855,0.396
refined,k1,-0.027,"[-0.34, 0.287]",0.313,-0.169,0.866
refined,k2,-0.366,"[-0.808, 0.077]",0.442,-1.649,0.104
refined,k3,-0.010,"[-0.309, 0.289]",0.299,-0.066,0.947
refined,k4,0.246,"[-0.124, 0.616]",0.370,1.328,0.189
refined,k5,0.070,"[-0.327, 0.468]",0.398,0.353,0.725
