stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,34.794,2.023,0.000,0,9,2878328004.989,507294621.088,76
refined,288.301,2.023,0.000,0,9,2878328004.989,72452736.002,76
