attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.180,"[-0.233, -0.128]",0.053,-6.819,0.000,56,0.800,604992949.986,0.200,-1.000,0.820,0,0,fn
c,-0.823,"[-1.189, -0.457]",0.366,-4.491,0.000,56,0.800,604992949.986,0.200,-6.000,5.177,0,0,fn
s,-0.698,"[-0.907, -0.489]",0.209,-6.672,0.000,56,0.800,604992949.986,0.200,-3.000,2.302,0,0,fn
k0,0.426,"[0.081, 0.772]",0.346,2.461,0.016,56,0.800,604992949.986,0.200,0.000,0.426,0,1,fp
k1,-0.023,"[-0.333, 0.288]",0.311,-0.145,0.885,56,0.800,604992949.986,0.200,0.000,-0.023,0,0,fp
k2,0.190,"[-0.131, 0.511]",0.321,1.184,0.241,56,0.800,604992949.986,0.200,0.000,0.190,0,0,fp
k3,0.049,"[-0.222, 0.32]",0.271,0.360,0.720,56,0.800,604992949.986,0.200,0.000,0.049,0,0,fp
k4,0.150,"[-0.202, 0.503]",0.352,0.852,0.397,56,0.800,604992949.986,0.200,0.000,0.150,0,0,fp
k5,0.087,"[-0.208, 0.382]",0.295,0.588,0.558,56,0.800,604992949.986,0.200,0.000,0.087,0,0,fp
vot,0.219,,,,,56,0.800,604992949.986,0.200,0.167,0.052,0,0,fn
tt,-0.913,"[-1.294, -0.533]",0.381,-4.788,0.000,56,0.900,187471162.458,0.128,-1.000,0.087,0,0,fn
c,-5.751,"[-8.434, -3.068]",2.683,-4.278,0.000,56,0.900,187471162.458,0.128,-6.000,0.249,0,0,fn
s,-2.879,"[-4.018, -1.741]",1.139,-5.047,0.000,56,0.900,187471162.458,0.128,-3.000,0.121,0,0,fn
k0,-0.424,"[-1.011, 0.164]",0.587,-1.440,0.155,56,0.900,187471162.458,0.128,0.000,-0.424,0,0,fp
k1,0.086,"[-0.441, 0.614]",0.527,0.327,0.744,56,0.900,187471162.458,0.128,0.000,0.086,0,0,fp
k2,-0.001,"[-0.414, 0.412]",0.413,-0.004,0.997,56,0.900,187471162.458,0.128,0.000,-0.001,0,0,fp
k3,0.323,"[-0.128, 0.773]",0.450,1.430,0.157,56,0.900,187471162.458,0.128,0.000,0.323,0,0,fp
k4,0.036,"[-0.512, 0.585]",0.549,0.133,0.895,56,0.900,187471162.458,0.128,0.000,0.036,0,0,fp
k5,0.265,"[-0.134, 0.663]",0.399,1.324,0.190,56,0.900,187471162.458,0.128,0.000,0.265,0,0,fp
vot,0.159,,,,,56,0.900,187471162.458,0.128,0.167,-0.008,0,0,fn
tt,-1.410,"[-2.089, -0.732]",0.679,-4.148,0.000,56,1.100,159173893.479,0.141,-1.000,-0.410,0,0,fn
c,-8.306,"[-12.549, -4.062]",4.244,-3.907,0.000,56,1.100,159173893.479,0.141,-6.000,-2.306,0,0,fn
s,-3.993,"[-5.862, -2.124]",1.869,-4.265,0.000,56,1.100,159173893.479,0.141,-3.000,-0.993,0,0,fn
k0,-0.476,"[-1.114, 0.162]",0.638,-1.489,0.141,56,1.100,159173893.479,0.141,0.000,-0.476,0,0,fp
k1,0.370,"[-0.207, 0.947]",0.577,1.280,0.205,56,1.100,159173893.479,0.141,0.000,0.370,0,0,fp
k2,0.307,"[-0.164, 0.777]",0.470,1.301,0.198,56,1.100,159173893.479,0.141,0.000,0.307,0,0,fp
k3,-0.148,"[-0.691, 0.395]",0.543,-0.544,0.588,56,1.100,159173893.479,0.141,0.000,-0.148,0,0,fp
k4,0.037,"[-0.604, 0.679]",0.641,0.117,0.908,56,1.100,159173893.479,0.141,0.000,0.037,0,0,fp
k5,-0.031,"[-0.419, 0.357]",0.388,-0.157,0.876,56,1.100,159173893.479,0.141,0.000,-0.031,0,0,fp
vot,0.170,,,,,56,1.100,159173893.479,0.141,0.167,0.003,0,0,fn
tt,-1.073,"[-1.674, -0.471]",0.602,-3.557,0.001,56,1.200,362847277.222,0.234,-1.000,-0.073,0,0,fn
c,-5.970,"[-9.603, -2.337]",3.633,-3.280,0.002,56,1.200,362847277.222,0.234,-6.000,0.030,0,0,fn
s,-2.884,"[-4.415, -1.352]",1.532,-3.758,0.000,56,1.200,362847277.222,0.234,-3.000,0.116,0,0,fn
k0,-0.147,"[-0.909, 0.615]",0.762,-0.384,0.702,56,1.200,362847277.222,0.234,0.000,-0.147,0,0,fp
k1,0.379,"[-0.363, 1.121]",0.742,1.020,0.312,56,1.200,362847277.222,0.234,0.000,0.379,0,0,fp
k2,0.318,"[-0.284, 0.92]",0.602,1.053,0.296,56,1.200,362847277.222,0.234,0.000,0.318,0,0,fp
k3,-0.280,"[-0.966, 0.407]",0.687,-0.814,0.419,56,1.200,362847277.222,0.234,0.000,-0.280,0,0,fp
k4,-0.103,"[-0.888, 0.683]",0.785,-0.261,0.795,56,1.200,362847277.222,0.234,0.000,-0.103,0,0,fp
k5,-0.013,"[-0.523, 0.498]",0.511,-0.049,0.961,56,1.200,362847277.222,0.234,0.000,-0.013,0,0,fp
vot,0.180,,,,,56,1.200,362847277.222,0.234,0.167,0.013,0,0,fn
