attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.361,"[-1.87, -0.851]",0.510,-4.447,0.000,4.181,ngd,99,286925470.121,0.175,-1.000,-0.361,0,0,fn
c,-6.351,"[-8.748, -3.955]",2.397,-4.415,0.000,4.181,ngd,99,286925470.121,0.175,-6.000,-0.351,0,0,fn
s,-3.216,"[-4.411, -2.021]",1.195,-4.483,0.000,4.181,ngd,99,286925470.121,0.175,-3.000,-0.216,0,0,fn
vot,0.214,,,,,4.181,ngd,99,286925470.121,0.175,0.167,0.048,0,0,fn
tt,-2.417,"[-4.965, 0.13]",2.548,-1.581,0.118,4.403,lm,99,1133004346.081,0.349,-1.000,-1.417,1,0,fn
c,-5.171,"[-11.709, 1.368]",6.539,-1.317,0.192,4.403,lm,99,1133004346.081,0.349,-6.000,0.829,1,0,fn
s,-4.529,"[-9.72, 0.662]",5.191,-1.454,0.150,4.403,lm,99,1133004346.081,0.349,-3.000,-1.529,1,0,fn
vot,0.468,,,,,4.403,lm,99,1133004346.081,0.349,0.167,0.301,0,0,fn
tt,-1.188,"[-1.639, -0.736]",0.452,-4.382,0.000,8.656,ngd+lm,99,229676292.188,0.157,-1.000,-0.188,0,0,fn
c,-7.072,"[-9.696, -4.447]",2.624,-4.489,0.000,8.656,ngd+lm,99,229676292.188,0.157,-6.000,-1.072,0,0,fn
s,-3.335,"[-4.533, -2.138]",1.198,-4.640,0.000,8.656,ngd+lm,99,229676292.188,0.157,-3.000,-0.335,0,0,fn
vot,0.168,,,,,8.656,ngd+lm,99,229676292.188,0.157,0.167,0.001,0,0,fn
