stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,41.082,1.727,0.000,0,9,2608616757.755,400187521.363,76
refined,84.254,1.727,0.000,0,9,2608616757.755,211777574.561,76
