stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.468,-4.170,-3.776,-0.282,1.005,-0.014,-1.712,-1.251,0.743,442985784.104,0.352
norefined,2,-1.073,-4.415,-3.631,-0.272,0.956,0.010,-1.657,-1.216,0.816,390895182.914,0.243
norefined,3,-1.294,-4.640,-3.309,-0.247,0.816,0.115,-1.605,-1.105,0.797,351823839.657,0.279
norefined,4,-0.871,-4.833,-3.201,-0.224,0.702,0.153,-1.545,-1.051,0.824,339500338.535,0.180
norefined,5,-1.306,-4.890,-3.011,-0.230,0.633,0.225,-1.478,-0.990,0.769,326882707.417,0.267
norefined,6,-0.827,-4.987,-3.059,-0.204,0.574,0.246,-1.432,-0.949,0.785,320343594.657,0.166
norefined,7,-1.279,-5.020,-2.889,-0.224,0.521,0.297,-1.365,-0.909,0.724,311587662.520,0.255
norefined,8,-0.799,-5.093,-2.973,-0.199,0.476,0.316,-1.318,-0.870,0.734,307320103.728,0.157
norefined,9,-1.258,-5.116,-2.812,-0.229,0.433,0.350,-1.256,-0.845,0.670,300613377.669,0.246
norefined,10,-0.779,-5.175,-2.915,-0.204,0.398,0.368,-1.206,-0.809,0.678,297372818.484,0.150
refined,11,-0.779,-5.175,-2.915,-0.204,0.398,0.368,-1.206,-0.809,0.678,297372818.484,0.150
refined,12,-0.720,-4.797,-2.014,-0.087,-0.063,0.066,0.581,-0.335,-0.747,212308321.738,0.150
refined,13,-1.022,-6.898,-3.075,-0.202,-0.261,0.266,0.613,-0.500,-0.835,200420806.066,0.148
refined,14,-0.991,-6.439,-2.940,-0.089,-0.121,0.301,0.598,-0.519,-0.700,199192512.364,0.154
refined,15,-1.090,-7.078,-3.240,-0.162,-0.218,0.344,0.578,-0.497,-0.695,198987083.746,0.154
refined,16,-1.065,-6.847,-3.142,-0.115,-0.149,0.335,0.619,-0.511,-0.696,198935232.246,0.156
refined,17,-1.106,-7.120,-3.270,-0.154,-0.204,0.358,0.596,-0.496,-0.688,198908402.698,0.155
refined,18,-1.089,-6.985,-3.210,-0.128,-0.167,0.350,0.620,-0.507,-0.695,198899159.628,0.156
refined,19,-1.107,-7.112,-3.269,-0.148,-0.196,0.360,0.605,-0.499,-0.689,198893629.453,0.156
refined,20,-1.097,-7.036,-3.235,-0.134,-0.176,0.355,0.618,-0.506,-0.693,198891292.911,0.156
