stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,41.343,2.023,0.000,76,0,9,2697159425.231,411559445.562
refined,60.516,2.023,0.000,76,0,9,2697159425.231,295450557.931
