stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,87.623,1.765,0.000,0,9,2249573486.767,129067954.888,57
refined,244.348,1.765,0.000,0,9,2249573486.767,48052113.115,57
