stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,35.326,1.727,0.000,0,9,2833402180.999,493171721.363,76
refined,48.068,1.727,0.000,0,9,2833402180.999,379972849.656,76
