stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.061,"[-1.812, -0.309]",0.752,-2.354,0.022
norefined,c,-6.678,"[-11.605, -1.752]",4.926,-2.261,0.027
norefined,s,-4.141,"[-7.121, -1.162]",2.979,-2.319,0.023
norefined,k0,0.436,"[-0.595, 1.468]",1.032,0.706,0.483
norefined,k1,-0.068,"[-0.88, 0.745]",0.813,-0.139,0.890
norefined,k2,-0.008,"[-1.012, 0.996]",1.004,-0.013,0.990
norefined,k3,0.483,"[-0.446, 1.413]",0.930,0.867,0.389
norefined,k4,0.111,"[-1.038, 1.26]",1.149,0.162,0.872
norefined,k5,-1.132,"[-2.328, 0.064]",1.196,-1.578,0.119
refined,tt,-0.789,"[-1.157, -0.421]",0.368,-3.574,0.001
refined,c,-4.984,"[-7.567, -2.401]",2.583,-3.218,0.002
refined,s,-2.575,"[-3.875, -1.275]",1.300,-3.304,0.002
refined,k0,-0.325,"[-1.01, 0.36]",0.685,-0.791,0.432
refined,k1,0.610,"[-0.017, 1.236]",0.626,1.624,0.109
refined,k2,-0.033,"[-0.684, 0.619]",0.651,-0.083,0.934
refined,k3,-0.329,"[-1.031, 0.372]",0.702,-0.783,0.437
refined,k4,0.006,"[-0.788, 0.799]",0.794,0.012,0.991
refined,k5,0.095,"[-0.603, 0.794]",0.698,0.228,0.820
