stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.213,"[-2.606, 0.18]",1.393,-1.453,0.151
norefined,c,-6.620,"[-14.662, 1.422]",8.042,-1.373,0.174
norefined,s,-4.214,"[-9.28, 0.853]",5.066,-1.387,0.170
norefined,k0,0.706,"[-1.312, 2.724]",2.018,0.584,0.561
norefined,k1,0.084,"[-1.219, 1.388]",1.304,0.108,0.915
norefined,k2,0.420,"[-1.35, 2.19]",1.770,0.396,0.694
norefined,k3,0.689,"[-1.076, 2.454]",1.765,0.651,0.517
norefined,k4,-0.485,"[-2.423, 1.454]",1.939,-0.417,0.678
norefined,k5,-1.244,"[-3.369, 0.88]",2.124,-0.977,0.332
refined,tt,-4.372,"[-15.618, 6.873]",11.245,-0.649,0.519
refined,c,-19.099,"[-70.451, 32.254]",51.352,-0.620,0.537
refined,s,-12.762,"[-47.824, 22.301]",35.063,-0.607,0.546
refined,k0,3.744,"[-6.991, 14.479]",10.735,0.582,0.563
refined,k1,2.504,"[-6.116, 11.125]",8.620,0.485,0.630
refined,k2,-0.139,"[-5.635, 5.358]",5.497,-0.042,0.967
refined,k3,1.345,"[-6.988, 9.679]",8.334,0.269,0.789
refined,k4,-5.454,"[-21.932, 11.025]",16.478,-0.552,0.583
refined,k5,-3.289,"[-11.91, 5.331]",8.620,-0.636,0.527
