stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.233,"[-1.995, -0.471]",0.762,-3.228,0.002
norefined,c,-7.796,"[-12.693, -2.898]",4.897,-3.177,0.002
norefined,s,-4.567,"[-7.392, -1.743]",2.825,-3.227,0.002
norefined,k0,-0.615,"[-1.611, 0.382]",0.996,-1.231,0.223
norefined,k1,-0.963,"[-2.722, 0.796]",1.759,-1.092,0.279
norefined,k2,1.216,"[0.234, 2.198]",0.982,2.473,0.016
norefined,k3,-0.482,"[-1.27, 0.307]",0.789,-1.219,0.227
norefined,k4,1.254,"[0.418, 2.09]",0.836,2.995,0.004
norefined,k5,-0.751,"[-1.574, 0.073]",0.824,-1.819,0.073
refined,tt,-1.114,"[-1.566, -0.662]",0.452,-4.917,0.000
refined,c,-6.835,"[-9.674, -3.996]",2.839,-4.805,0.000
refined,s,-3.375,"[-4.639, -2.111]",1.264,-5.330,0.000
refined,k0,0.088,"[-0.402, 0.578]",0.490,0.358,0.721
refined,k1,0.017,"[-0.643, 0.678]",0.661,0.053,0.958
refined,k2,0.145,"[-0.297, 0.587]",0.442,0.655,0.515
refined,k3,0.016,"[-0.388, 0.421]",0.404,0.081,0.935
refined,k4,0.384,"[-0.064, 0.832]",0.448,1.710,0.092
refined,k5,-0.068,"[-0.52, 0.383]",0.452,-0.302,0.763
