stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.224,"[-2.189, -0.259]",0.965,-2.532,0.014
norefined,c,-7.823,"[-13.962, -1.684]",6.139,-2.543,0.013
norefined,s,-4.579,"[-8.268, -0.89]",3.689,-2.478,0.016
norefined,k0,-0.719,"[-2.246, 0.807]",1.526,-0.940,0.350
norefined,k1,-1.168,"[-3.905, 1.569]",2.737,-0.852,0.397
norefined,k2,0.851,"[-0.418, 2.12]",1.269,1.338,0.185
norefined,k3,-0.733,"[-1.913, 0.446]",1.180,-1.241,0.219
norefined,k4,1.254,"[0.111, 2.397]",1.143,2.190,0.032
norefined,k5,-0.925,"[-2.16, 0.31]",1.235,-1.496,0.139
refined,tt,-1.262,"[-1.835, -0.69]",0.572,-4.403,0.000
refined,c,-7.834,"[-11.53, -4.138]",3.696,-4.230,0.000
refined,s,-3.576,"[-5.11, -2.042]",1.534,-4.652,0.000
refined,k0,0.320,"[-0.29, 0.93]",0.610,1.046,0.299
refined,k1,0.102,"[-0.66, 0.865]",0.762,0.268,0.790
refined,k2,-0.257,"[-0.788, 0.275]",0.531,-0.964,0.338
refined,k3,-0.393,"[-0.928, 0.141]",0.534,-1.469,0.146
refined,k4,0.001,"[-0.587, 0.589]",0.588,0.004,0.997
refined,k5,0.362,"[-0.232, 0.956]",0.594,1.217,0.228
