stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.554,"[-2.512, -0.597]",0.957,-3.241,0.002
norefined,c,-7.752,"[-12.699, -2.805]",4.947,-3.128,0.003
norefined,s,-4.497,"[-7.279, -1.715]",2.782,-3.227,0.002
norefined,k0,-0.905,"[-2.134, 0.324]",1.229,-1.469,0.146
norefined,k1,-1.272,"[-3.233, 0.688]",1.960,-1.296,0.200
norefined,k2,0.989,"[-0.103, 2.081]",1.092,1.807,0.075
norefined,k3,-0.341,"[-1.219, 0.536]",0.878,-0.776,0.440
norefined,k4,1.131,"[0.036, 2.227]",1.095,2.061,0.043
norefined,k5,-1.092,"[-2.216, 0.031]",1.123,-1.942,0.056
refined,tt,-0.842,"[-1.149, -0.536]",0.307,-5.484,0.000
refined,c,-4.942,"[-6.699, -3.186]",1.756,-5.616,0.000
refined,s,-2.463,"[-3.279, -1.647]",0.816,-6.024,0.000
refined,k0,-0.052,"[-0.411, 0.308]",0.360,-0.286,0.776
refined,k1,0.027,"[-0.437, 0.491]",0.464,0.116,0.908
refined,k2,-0.007,"[-0.357, 0.343]",0.350,-0.040,0.968
refined,k3,0.096,"[-0.239, 0.431]",0.335,0.570,0.570
refined,k4,0.008,"[-0.395, 0.411]",0.403,0.039,0.969
refined,k5,-0.196,"[-0.561, 0.169]",0.365,-1.070,0.289
