stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,120.983,2.023,0.000,76,0,9,2808815222.080,162816367.331
refined,239.682,2.023,0.000,76,0,9,2808815222.080,84612723.033
