stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.489,-6.514,-1.029,0.210,0.016,1.165,0.076,-0.558,0.031,1096211447.462,0.075
norefined,2,-0.962,-6.466,-1.150,0.166,-0.033,1.095,0.085,-0.575,0.016,729591534.412,0.149
norefined,3,-0.792,-6.433,-1.551,0.038,-0.168,0.941,0.079,-0.547,-0.001,610940019.375,0.123
norefined,4,-1.249,-6.349,-1.689,0.022,-0.210,0.852,0.091,-0.479,0.017,616903605.500,0.197
norefined,5,-0.795,-6.386,-1.873,-0.031,-0.254,0.798,0.088,-0.486,-0.019,536636045.104,0.125
norefined,6,-1.273,-6.306,-1.948,-0.034,-0.279,0.735,0.102,-0.422,0.005,538072844.362,0.202
norefined,7,-0.808,-6.348,-2.106,-0.086,-0.315,0.694,0.099,-0.431,-0.028,491194115.477,0.127
norefined,8,-1.293,-6.272,-2.150,-0.085,-0.333,0.644,0.113,-0.374,-0.002,491295202.968,0.206
norefined,9,-0.821,-6.318,-2.288,-0.136,-0.363,0.613,0.110,-0.384,-0.034,461859111.024,0.130
norefined,10,-1.310,-6.246,-2.310,-0.133,-0.376,0.572,0.123,-0.333,-0.008,462685981.663,0.210
refined,11,-0.821,-6.318,-2.288,-0.136,-0.363,0.613,0.110,-0.384,-0.034,461859111.024,0.130
refined,12,-1.135,-6.081,-3.212,-0.738,-0.187,0.515,0.069,-0.119,0.083,323301737.758,0.187
refined,13,-1.304,-6.610,-3.719,-1.058,0.041,0.587,-0.011,-0.274,0.004,319495127.590,0.197
refined,14,-1.425,-7.141,-4.042,-1.168,0.034,0.606,-0.095,-0.376,0.054,318655694.106,0.200
refined,15,-1.520,-7.555,-4.314,-1.235,0.062,0.614,-0.186,-0.471,0.089,318325071.941,0.201
refined,16,-1.581,-7.819,-4.501,-1.260,0.105,0.603,-0.267,-0.554,0.116,318181446.224,0.202
refined,17,-1.619,-7.967,-4.626,-1.261,0.161,0.575,-0.340,-0.630,0.135,318086463.290,0.203
refined,18,-1.642,-8.046,-4.715,-1.246,0.228,0.535,-0.408,-0.704,0.149,317984517.315,0.204
refined,19,-1.661,-8.096,-4.791,-1.224,0.304,0.486,-0.478,-0.780,0.162,317858943.868,0.205
refined,20,-1.678,-8.140,-4.866,-1.199,0.386,0.434,-0.549,-0.860,0.174,317712046.230,0.206
