attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.678,"[-1.046, -0.311]",0.367,-3.080,0.003,10.002,ngd,86,226335749.397,0.158,-1.000,0.322,0,0,fn
c,-7.240,"[-10.796, -3.683]",3.556,-3.395,0.001,10.002,ngd,86,226335749.397,0.158,-6.000,-1.240,0,0,fn
s,-4.116,"[-6.116, -2.116]",2.000,-3.432,0.001,10.002,ngd,86,226335749.397,0.158,-3.000,-1.116,0,0,fn
k0,-0.575,"[-1.351, 0.202]",0.776,-1.235,0.221,10.002,ngd,86,226335749.397,0.158,0.000,-0.575,0,0,fp
k1,-0.671,"[-1.612, 0.27]",0.941,-1.189,0.239,10.002,ngd,86,226335749.397,0.158,0.000,-0.671,0,0,fp
k2,0.328,"[-0.426, 1.082]",0.754,0.726,0.471,10.002,ngd,86,226335749.397,0.158,0.000,0.328,0,0,fp
k3,0.503,"[-0.205, 1.212]",0.709,1.185,0.240,10.002,ngd,86,226335749.397,0.158,0.000,0.503,0,0,fp
k4,0.057,"[-0.479, 0.592]",0.536,0.176,0.861,10.002,ngd,86,226335749.397,0.158,0.000,0.057,0,0,fp
k5,-0.373,"[-1.206, 0.459]",0.832,-0.748,0.457,10.002,ngd,86,226335749.397,0.158,0.000,-0.373,0,0,fp
vot,0.094,,,,,10.002,ngd,86,226335749.397,0.158,0.167,-0.073,0,0,fn
tt,-0.877,"[-1.21, -0.543]",0.334,-4.380,0.000,10.645,lm,86,177451583.006,0.140,-1.000,0.123,0,0,fn
c,-6.445,"[-8.673, -4.217]",2.228,-4.825,0.000,10.645,lm,86,177451583.006,0.140,-6.000,-0.445,0,0,fn
s,-3.236,"[-4.284, -2.188]",1.048,-5.151,0.000,10.645,lm,86,177451583.006,0.140,-3.000,-0.236,0,0,fn
k0,-0.111,"[-0.627, 0.405]",0.516,-0.359,0.720,10.645,lm,86,177451583.006,0.140,0.000,-0.111,0,0,fp
k1,-0.261,"[-0.926, 0.404]",0.665,-0.656,0.514,10.645,lm,86,177451583.006,0.140,0.000,-0.261,0,0,fp
k2,0.195,"[-0.343, 0.733]",0.538,0.604,0.548,10.645,lm,86,177451583.006,0.140,0.000,0.195,0,0,fp
k3,-0.032,"[-0.584, 0.521]",0.553,-0.095,0.924,10.645,lm,86,177451583.006,0.140,0.000,-0.032,0,0,fp
k4,0.120,"[-0.286, 0.526]",0.406,0.493,0.624,10.645,lm,86,177451583.006,0.140,0.000,0.120,0,0,fp
k5,-0.235,"[-0.833, 0.362]",0.598,-0.657,0.514,10.645,lm,86,177451583.006,0.140,0.000,-0.235,0,0,fp
vot,0.136,,,,,10.645,lm,86,177451583.006,0.140,0.167,-0.031,0,0,fn
tt,-0.877,"[-1.211, -0.543]",0.334,-4.380,0.000,20.354,ngd+lm,86,177451581.031,0.140,-1.000,0.123,0,0,fn
c,-6.445,"[-8.674, -4.217]",2.228,-4.825,0.000,20.354,ngd+lm,86,177451581.031,0.140,-6.000,-0.445,0,0,fn
s,-3.237,"[-4.285, -2.188]",1.048,-5.151,0.000,20.354,ngd+lm,86,177451581.031,0.140,-3.000,-0.237,0,0,fn
k0,-0.111,"[-0.627, 0.405]",0.516,-0.360,0.720,20.354,ngd+lm,86,177451581.031,0.140,0.000,-0.111,0,0,fp
k1,-0.261,"[-0.926, 0.404]",0.665,-0.655,0.515,20.354,ngd+lm,86,177451581.031,0.140,0.000,-0.261,0,0,fp
k2,0.195,"[-0.344, 0.733]",0.538,0.604,0.548,20.354,ngd+lm,86,177451581.031,0.140,0.000,0.195,0,0,fp
k3,-0.032,"[-0.584, 0.521]",0.553,-0.096,0.924,20.354,ngd+lm,86,177451581.031,0.140,0.000,-0.032,0,0,fp
k4,0.120,"[-0.286, 0.526]",0.406,0.493,0.624,20.354,ngd+lm,86,177451581.031,0.140,0.000,0.120,0,0,fp
k5,-0.236,"[-0.833, 0.362]",0.598,-0.657,0.513,20.354,ngd+lm,86,177451581.031,0.140,0.000,-0.236,0,0,fp
vot,0.136,,,,,20.354,ngd+lm,86,177451581.031,0.140,0.167,-0.031,0,0,fn
