stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.127,-6.991,-1.740,1.551,-1.138,-0.506,-0.263,1.600,1.625,2378041556.254,1584,0,0,0.018
norefined,2,-0.579,-6.985,-1.865,1.499,-1.186,-0.565,-0.327,1.481,1.563,1225596637.095,1584,0,0,0.083
norefined,3,-1.016,-6.955,-2.013,1.432,-1.220,-0.610,-0.390,1.348,1.481,829861684.403,1584,0,0,0.146
norefined,4,-1.383,-6.902,-2.229,1.320,-1.211,-0.642,-0.448,1.186,1.330,654720169.776,1584,0,0,0.200
norefined,5,-1.267,-6.872,-2.625,1.199,-1.209,-0.709,-0.461,1.016,1.157,563656780.291,1584,0,0,0.184
norefined,6,-1.498,-6.848,-2.846,1.027,-1.095,-0.738,-0.506,0.853,0.883,525643245.639,1584,0,0,0.219
norefined,7,-1.036,-6.900,-3.008,0.982,-1.085,-0.754,-0.473,0.819,0.829,496382045.776,1584,0,0,0.150
norefined,8,-1.412,-6.870,-3.104,0.824,-0.975,-0.783,-0.530,0.687,0.628,454388347.977,1584,0,0,0.206
norefined,9,-0.948,-6.923,-3.244,0.767,-0.940,-0.794,-0.494,0.653,0.557,449025440.371,1584,0,0,0.137
norefined,10,-1.388,-6.886,-3.291,0.650,-0.855,-0.811,-0.545,0.538,0.430,417170739.706,1584,0,0,0.201
refined,11,-1.388,-6.886,-3.291,0.650,-0.855,-0.811,-0.545,0.538,0.430,417170739.706,1584,0,0,0.201
refined,12,-0.655,-4.760,-2.313,-0.718,0.706,-0.586,1.380,-1.553,-0.599,388475555.817,1584,0,0,0.138
refined,13,-1.095,-6.434,-3.103,-0.395,0.018,-0.603,1.275,-1.061,-0.441,313946351.381,1584,0,0,0.170
refined,14,-1.169,-6.965,-3.386,-0.234,0.079,-0.873,1.106,-0.955,-0.378,309935358.068,1584,0,0,0.168
refined,15,-1.219,-7.271,-3.513,-0.286,0.073,-0.962,1.120,-1.008,-0.343,309486706.247,1584,0,0,0.168
refined,16,-1.270,-7.567,-3.629,-0.323,0.062,-1.029,1.161,-1.058,-0.319,309272947.856,1584,0,0,0.168
refined,17,-1.313,-7.812,-3.725,-0.363,0.051,-1.086,1.206,-1.103,-0.298,309131693.278,1584,0,0,0.168
refined,18,-1.357,-8.061,-3.824,-0.400,0.039,-1.142,1.252,-1.148,-0.281,309016554.889,1584,0,0,0.168
refined,19,-1.403,-8.322,-3.928,-0.440,0.027,-1.201,1.303,-1.197,-0.265,308903314.479,1584,0,0,0.169
refined,20,-1.458,-8.629,-4.052,-0.486,0.013,-1.269,1.362,-1.253,-0.248,308769809.717,1584,0,0,0.169
