stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.254,-5.525,-1.203,-1.764,-0.844,-0.522,-1.819,0.915,-1.618,435848349.828,0.046
norefined,2,-0.727,-5.525,-1.264,-1.750,-0.881,-0.543,-1.798,0.798,-1.536,262808637.083,0.132
norefined,3,-1.099,-5.523,-1.453,-1.744,-0.909,-0.487,-1.725,0.592,-1.383,208182536.792,0.199
norefined,4,-0.846,-5.571,-1.765,-1.722,-0.929,-0.361,-1.652,0.367,-1.264,161769856.043,0.152
norefined,5,-1.262,-5.551,-1.869,-1.700,-0.931,-0.294,-1.548,0.185,-1.133,143383836.572,0.227
norefined,6,-0.867,-5.603,-2.089,-1.676,-0.939,-0.185,-1.474,0.038,-1.079,121383932.854,0.155
norefined,7,-1.335,-5.572,-2.103,-1.647,-0.917,-0.143,-1.378,-0.066,-0.996,121405191.024,0.240
norefined,8,-0.886,-5.632,-2.267,-1.624,-0.909,-0.060,-1.311,-0.142,-0.999,104973031.475,0.157
norefined,9,-1.364,-5.599,-2.249,-1.589,-0.880,-0.027,-1.219,-0.207,-0.935,110644976.326,0.244
norefined,10,-0.898,-5.665,-2.383,-1.569,-0.860,0.033,-1.163,-0.242,-0.972,96736076.844,0.158
refined,11,-0.898,-5.665,-2.383,-1.569,-0.860,0.033,-1.163,-0.242,-0.972,96736076.844,0.158
refined,12,-0.183,-0.290,-1.604,2.894,0.713,0.264,1.104,1.262,1.630,2843197692.477,0.631
refined,13,-0.138,-0.023,4.827,-10.263,-1.568,-0.203,-4.922,-7.559,-9.144,1587151632.473,6.013
refined,14,-2.773,-14.223,6.526,-21.334,-7.118,2.915,-18.127,-17.031,-24.533,973716346.168,0.195
refined,15,9.756,46.755,-35.429,94.486,31.897,-12.343,80.709,75.627,109.747,4213154423.396,0.209
refined,16,-2020.313,-10177.379,8582.601,-20624.271,-7393.201,3536.913,-17839.835,-18929.887,-25492.699,1013632587.177,0.199
refined,17,5230.083,-11569.571,6065.003,-21436.710,-8698.984,7608.069,-17889.702,-19682.375,-24165.650,1370893785.410,-0.452
refined,18,5230.083,-11569.571,6065.003,-21436.710,-8698.984,7608.069,-17889.702,-19682.375,-24165.650,1370893785.410,-0.452
refined,19,5230.083,-11569.571,6065.003,-21436.710,-8698.984,7608.069,-17889.702,-19682.375,-24165.650,1370893785.410,-0.452
refined,20,5230.083,-11569.571,6065.003,-21436.710,-8698.984,7608.069,-17889.702,-19682.375,-24165.650,1370893785.410,-0.452
