stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,53.596,1.857,0.000,38,0,9,1705761400.331,96736076.844
refined,53.596,1.857,0.000,38,0,9,1705761400.331,96736076.844
