stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,45.649,2.023,0.000,0,9,3120375116.687,437516770.322,76
refined,196.606,2.023,0.000,0,9,3120375116.687,113842002.873,76
