stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,60.697,1.727,0.000,0,9,3110584030.559,339830706.327,76
refined,107.229,1.727,0.000,0,9,3110584030.559,201934027.347,76
