stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,39.459,1.727,0.000,0,9,4037206397.969,640783714.373,76
refined,51.842,1.727,0.000,0,9,4037206397.969,506939604.181,76
