stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.377,"[-3.957, 1.203]",2.580,-0.890,0.376
norefined,c,-7.065,"[-21.354, 7.225]",14.290,-0.825,0.413
norefined,s,-2.070,"[-6.502, 2.363]",4.433,-0.779,0.439
norefined,k0,-0.361,"[-4.268, 3.546]",3.907,-0.154,0.878
norefined,k1,-1.027,"[-5.654, 3.599]",4.627,-0.370,0.712
norefined,k2,-1.113,"[-5.52, 3.294]",4.407,-0.421,0.675
norefined,k3,-1.256,"[-5.218, 2.706]",3.962,-0.529,0.599
norefined,k4,-0.826,"[-5.01, 3.359]",4.184,-0.329,0.743
norefined,k5,-0.350,"[-6.365, 5.664]",6.014,-0.097,0.923
refined,tt,-0.677,"[-1.498, 0.145]",0.822,-1.373,0.174
refined,c,-2.772,"[-6.551, 1.007]",3.779,-1.223,0.225
refined,s,-2.275,"[-4.972, 0.423]",2.698,-1.407,0.164
refined,k0,0.021,"[-1.673, 1.716]",1.695,0.021,0.983
refined,k1,0.568,"[-1.364, 2.5]",1.932,0.490,0.626
refined,k2,0.294,"[-1.247, 1.835]",1.541,0.318,0.751
refined,k3,-1.088,"[-3.095, 0.919]",2.007,-0.904,0.369
refined,k4,-0.696,"[-2.355, 0.962]",1.659,-0.700,0.486
refined,k5,-1.574,"[-4.098, 0.949]",2.524,-1.040,0.302
