stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,28.141,1.727,0.000,0,9,3517160090.947,735791798.011,76
refined,31.711,1.727,0.000,0,9,3517160090.947,668698565.486,76
